序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date
28,000032,深桑达Ａ,9.974424362182617,17.2,611785984,19572898824.8,20901084166.399998,3.200562000274658,61856360,094506,094506,0,1/1,1,专业工程,2026-06-11
13,002490,山东墨龙,10.025707244873047,8.56,904108592,4637140320.0,6829582304.0,19.606021881103516,18087280,093127,144521,2,4/2,1,专用设备,2026-06-11
51,002913,奥士康,9.998000144958496,55.01,418225632,16595701421.74,17458001765.12,2.624690532684326,28916831,110048,110048,0,1/1,1,元件,2026-06-11
46,603936,博敏电子,10.018552780151367,23.72,1202593344,14953040654.88,15307654560.0,8.294075965881348,100514638,104418,104418,0,1/1,1,元件,2026-06-11
37,002654,万润科技,10.006807327270508,16.16,1595280224,13659119511.04,13660089111.04,11.929871559143066,59187616,100354,111503,3,1/1,1,光学光电,2026-06-11
48,600353,旭光电子,9.99265193939209,29.94,3016017440,24814606100.460003,24814605890.88,12.564119338989258,78431392,105153,144305,4,1/1,1,其他电子,2026-06-11
11,000048,京基智农,9.983174324035645,19.61,560492848,10379626927.5,10397275966.72,5.505614280700684,73293179,093118,093227,1,3/3,3,养殖业,2026-06-11
57,603678,火炬电子,10.00355339050293,61.91,2554446368,29442330125.21,29442329691.84,9.064703941345215,246762178,131409,131442,1,1/1,1,军工电子,2026-06-11
6,600141,兴发集团,10.016806602478027,32.73,348147728,39332945519.60999,39332945486.88,0.8851301074028015,341742439,092502,092502,0,1/1,1,农化制品,2026-06-11
68,300505,川金诺,19.98936653137207,22.57,1175505200,4905842780.54,6203759926.4,25.804826736450195,86255769,144000,144000,0,1/1,1,农化制品,2026-06-11
9,600470,六国化工,10.097086906433105,5.67,85129711,2957472000.0,2957472000.0,2.884946584701538,40719331,093009,093009,0,1/1,1,农化制品,2026-06-11
5,600500,中化国际,10.076335906982422,7.21,280375328,25871688444.63,25871688451.84,1.0837148427963257,303417377,092501,092501,0,8/4,3,化学制品,2026-06-11
63,002549,凯美特气,10.0,18.15,1269030416,12566325396.9,12620564457.599998,10.415844917297363,147284436,132654,132654,0,1/1,1,化学制品,2026-06-11
66,002407,多氟多,9.994239807128906,38.19,7919655680,41198124905.549995,45462620077.439995,20.131423950195312,271363016,135209,135209,0,1/1,1,化学制品,2026-06-11
4,600378,昊华科技,10.003443717956543,63.89,5058464512,68526201042.07,82418075466.24,7.443639755249023,193223165,092501,101507,8,2/2,2,化学制品,2026-06-11
17,603155,新亚强,9.982486724853516,25.12,918227120,7932564416.0,7932564416.0,11.988792419433594,29922516,093404,133007,1,2/2,2,化学制品,2026-06-11
64,002165,红 宝 丽,10.0,8.03,1367346544,5842501093.879999,5904216815.2,24.156524658203125,62245348,132724,133809,1,2/2,2,化学制品,2026-06-11
3,002971,和远气体,10.010427474975586,52.75,1248622368,8250171212.5,11170076250.0,15.216740608215332,186198427,092500,095403,2,6/4,3,化学制品,2026-06-11
7,603065,XD宿迁联,9.964412689208984,12.36,158853501,5178439189.92,5178439140.48,3.067594289779663,170619281,092502,092502,0,7/4,3,化学制品,2026-06-11
40,002469,三维化学,10.0,6.93,194467890,4354832173.23,4496617984.32,4.5477294921875,15156998,101357,101930,2,1/1,1,化学原料,2026-06-11
52,600722,金牛化工,9.959349632263184,10.82,1071425904,7361058894.320001,7361058937.6,15.201340675354004,45742632,111743,132446,2,1/1,1,化学原料,2026-06-11
30,000510,新金路,9.993753433227539,17.61,583250560,10682409003.119999,11420852514.24,5.61178731918335,92763668,094536,094751,1,1/1,1,化学原料,2026-06-11
22,002254,泰和新材,10.0,18.92,1568661744,16094224363.36,16215521921.28,10.051666259765625,86607700,093751,100436,1,5/4,1,化学纤维,2026-06-11
18,603014,威高血净,10.003313064575195,33.21,82766371,3370312931.2200003,13873612465.44,2.4874956607818604,55877120,093613,093613,0,1/1,1,医疗器械,2026-06-11
39,300289,利德曼,19.927536010742188,6.62,206303521,3595695943.94,3601356050.56,5.882908821105957,38472447,100724,100724,0,1/1,1,医疗器械,2026-06-11
8,301580,爱迪特,20.0,45.18,257729400,4554213035.04,6740420058.18,5.65914249420166,111990015,093000,093000,0,1/1,1,医疗器械,2026-06-11
43,300666,江丰电子,19.99835777282715,292.4,6027696384,64654255241.6,77579767709.2,9.768686294555664,309010366,103127,103127,0,1/1,1,半导体,2026-06-11
61,300706,阿石创,19.992929458618164,67.88,2172442784,7726817666.12,10406105752.119999,30.973344802856445,136021473,132024,132024,0,1/1,1,半导体,2026-06-11
62,688661,和林微纳,20.0,133.2,1325953792,20231458423.199997,20231458423.199997,6.857852458953857,28974063,132239,144806,4,1/1,1,半导体,2026-06-11
59,002409,雅克科技,10.004079818725586,134.81,7504770560,42940051523.07,64159810540.8,18.097957611083984,31423536,131933,150000,4,2/2,2,半导体,2026-06-11
69,603991,领先股份,10.001830101013184,120.21,691086192,8959852109.58,18357234239.1,7.962718486785889,47819538,144336,144336,0,1/1,1,半导体,2026-06-11
55,688419,耐科装备,20.0,55.08,289427040,6309505928.5199995,6309505928.5199995,4.973296165466309,31378249,130025,130025,0,1/1,1,半导体,2026-06-11
12,002119,康强电子,10.014103889465332,31.2,1675638144,11708860800.0,11708860800.0,14.575719833374023,119563579,093118,093854,1,2/2,2,半导体,2026-06-11
14,688167,炬光科技,20.001415252685547,338.86,1821667264,44098891713.060005,44098891713.060005,4.18757963180542,417268476,093142,093142,0,1/1,1,半导体,2026-06-11
38,300894,火星人,20.042194366455078,11.38,268147314,3346531337.1000004,4623490252.4800005,8.36752986907959,96820300,100454,100454,0,1/1,1,厨卫电器,2026-06-11
45,603992,松霖科技,9.996552467346191,31.91,228207900,14137464476.2,14137464603.84,1.6554969549179077,43037304,104318,104318,0,1/1,1,家居用品,2026-06-11
58,001268,联合精密,9.994739532470703,41.82,158976758,2820062027.88,4513772027.88,5.798171043395996,44931408,131933,131933,0,1/1,1,家电零部,2026-06-11
32,603657,春光科技,10.017271041870117,25.48,63926180,3444642474.0,3444642474.0,1.9265027046203613,67720744,095008,095008,0,1/1,1,家电零部,2026-06-11
65,603355,莱克电气,10.004066467285156,27.05,93985297,15510382303.9,15510382141.6,0.6298395991325378,34245300,134000,134000,0,1/1,1,小家电,2026-06-11
24,600459,贵研铂业,9.986859321594238,25.11,822988576,19076224138.38,20672513392.32,4.425225734710693,122124996,093951,093951,0,1/1,1,小金属,2026-06-11
20,601958,金钼股份,10.004741668701172,23.2,1073300384,74857222080.0,74857222080.0,1.4601962566375732,342819022,093718,093824,1,1/1,1,小金属,2026-06-11
27,001257,盛龙股份,9.986916542053223,25.22,827510544,3453828257.3599997,46302679579.52,24.474119186401367,67588288,094436,103100,2,1/1,1,小金属,2026-06-11
26,002842,翔鹭钨业,10.011185646057129,39.34,1599474752,10561309203.060001,12870962845.44,15.586928367614746,292831224,094109,094109,0,1/1,1,小金属,2026-06-11
33,002378,章源钨业,10.00981330871582,33.63,4101364288,40191931639.47,40403676040.32,10.403814315795898,172354758,095012,103518,4,1/1,1,小金属,2026-06-11
50,002428,云南锗业,9.997507095336914,88.24,11281621248,57623863550.0,57631308800.0,19.991600036621094,28782476,110003,145400,6,1/1,1,小金属,2026-06-11
56,000688,国城矿业,10.0,45.32,2270275984,53707072653.52,53707268707.840004,4.34536075592041,19588391,131024,145036,7,1/1,1,工业金属,2026-06-11
2,002203,海亮股份,10.015487670898438,21.31,571846240,47140730442.39,48837305016.799995,1.2130619287490845,104400247,092500,092500,0,1/1,1,工业金属,2026-06-11
