序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,是否新高,量比,涨停统计,入选理由,所属行业,date
167,300215,电科院,3.4663867950439453,9.85,11.42,1467791744,4923723400.599999,7378577791.2,30.959054946899414,0.0,是,2.3188259601593018,0/0,60日新高,专业服务,2026-01-20
50,003035,南网能源,9.9609375,5.63,5.63,522102400,21325757570.81,21325757553.92,2.491824150085449,0.0,是,2.7087433338165283,1/1,60日新高,专业服务,2026-01-20
206,002811,郑中设计,2.8125,16.45,17.6,181738961,4657205148.75,5066106500.0,3.900247812271118,0.0,是,1.3920398950576782,0/0,60日新高,专业服务,2026-01-20
61,300012,华测检测,7.8895463943481445,16.41,18.25,2527934048,23495340580.08,27615210893.28,10.622917175292969,0.0,是,3.976994037628174,0/0,60日新高,专业服务,2026-01-20
101,920099,瑞华技术,5.395683288574219,35.16,43.36,99752304,1717561956.6,2756543929.68,5.931893348693848,0.02844950370490551,是,2.5156466960906982,0/0,60日新高,专业服务,2026-01-20
247,301115,联检科技,2.003434419631958,17.82,20.96,104361681,2171872802.88,3270412827.0,4.789791107177734,0.0,是,1.6169523000717163,0/0,60日新高,专业服务,2026-01-20
348,600662,外服控股,0.17241379618644714,5.81,6.38,490558832,13226297160.72,13266887354.56,3.640084981918335,0.0,否,0.8413046598434448,6/3,近期多次涨停,专业服务,2026-01-20
352,301508,中机认检,0.12088244408369064,33.13,39.71,65099693,1949249932.0000002,7490202676.000001,3.345208168029785,0.0,是,0.8526008129119873,0/0,60日新高,专业服务,2026-01-20
220,688623,双元科技,2.4761903285980225,112.98,132.3,170039756,2162742246.0,6681942246.0,7.866967678070068,0.0,是,0.7777429819107056,0/0,60日新高,专用设备,2026-01-20
431,603012,创力集团,-2.4611399173736572,7.53,8.49,442395760,4868145000.0,4868145000.0,8.842460632324219,-0.1326259970664978,是,1.3083010911941528,0/0,60日新高,专用设备,2026-01-20
398,688113,联测科技,-1.0238908529281616,46.4,56.26,231087146,2988046737.6,2988046737.6,7.547998905181885,0.0,是,2.3215644359588623,0/0,60日新高,专用设备,2026-01-20
315,603901,永创智能,0.7046764492988586,15.72,17.17,179487145,7665439187.76,7821011381.76,2.3491790294647217,0.0,是,0.7623856663703918,0/0,60日新高,专用设备,2026-01-20
169,301312,智立方,3.455284595489502,55.99,64.94,455451952,3390349312.35,6784902465.88,13.45954418182373,0.0,是,1.769503116607666,0/0,60日新高,专用设备,2026-01-20
438,002796,世嘉科技,-2.9810900688171387,43.61,49.45,1100755872,9930354732.83,11005722602.28,11.172806739807129,0.25287356972694397,否,0.845730721950531,4/2,近期多次涨停,专用设备,2026-01-20
360,688092,爱科科技,0.0,28.5,34.2,46818357,2355916590.0,2355916590.0,1.9850021600723267,0.0,是,0.9643204212188721,0/0,60日新高,专用设备,2026-01-20
440,601106,中国一重,-3.5019452571868896,4.96,5.65,1390467296,34014603317.92,34014603878.4,4.059057712554932,0.0,否,0.5014877319335938,10/5,近期多次涨停,专用设备,2026-01-20
293,603690,至纯科技,1.0628875494003296,34.23,37.26,1425486400,13108866277.499998,13108866482.88,10.800400733947754,0.029222676530480385,是,1.2086634635925293,0/0,60日新高,专用设备,2026-01-20
358,603960,克来机电,0.0,20.89,22.98,292663488,5477314131.0,5477314131.0,5.262308120727539,0.0,是,1.1585874557495117,0/0,60日新高,专用设备,2026-01-20
395,688022,瀚川智能,-0.8917954564094543,16.67,20.18,83984468,2931891661.0800004,2931891661.0800004,2.8508498668670654,0.0,是,0.9309837222099304,0/0,60日新高,专用设备,2026-01-20
426,603283,赛腾股份,-2.056074619293213,52.4,58.85,2337932160,14209519329.199999,14209519276.8,16.37208366394043,0.057284701615571976,是,1.5828430652618408,0/0,60日新高,专用设备,2026-01-20
318,688329,艾隆科技,0.6728343367576599,23.94,28.54,54713155,1848168000.0,1848168000.0,2.9394948482513428,0.0,是,1.0554145574569702,0/0,60日新高,专用设备,2026-01-20
419,301468,博盈特焊,-1.7583664655685425,69.28,84.62,982604160,5196180543.68,9014289398.56,18.5806884765625,0.0,是,1.0539380311965942,0/0,60日新高,专用设备,2026-01-20
457,600397,江钨装备,-5.853174686431885,9.49,11.09,754384688,9394719280.18,9394719337.12,7.891249656677246,0.0,是,1.6068062782287598,0/0,60日新高,专用设备,2026-01-20
402,301568,思泰克,-1.1208206415176392,52.05,63.17,355361888,2477546688.0,5374599720.0,13.995889663696289,0.0,是,1.3607679605484009,0/0,60日新高,专用设备,2026-01-20
110,002021,中捷资源,4.983388423919678,3.16,3.31,652262864,3777583735.56,3777708356.48,17.273351669311523,-0.6289308071136475,是,4.215273857116699,2/1,60日新高,专用设备,2026-01-20
394,605288,凯迪股份,-0.888529896736145,122.7,136.18,405885104,8613406502.4,8671578572.4,4.578062534332275,-0.03258921205997467,是,1.604204773902893,0/0,60日新高,专用设备,2026-01-20
339,605167,利柏特,0.27173912525177,18.45,20.24,379943744,8285341500.0,8285341500.0,4.601464748382568,0.05422993749380112,是,1.3781869411468506,0/0,60日新高,专用设备,2026-01-20
460,600302,标准股份,-8.48985767364502,12.18,14.64,352329536,4214399412.72,4214399461.44,8.1801176071167,-0.16393442451953888,否,1.1599606275558472,4/2,近期多次涨停,专用设备,2026-01-20
118,002833,弘亚数控,4.734073638916016,17.92,18.82,373097168,5170865172.4800005,7602240307.200001,7.265950679779053,-0.05577244982123375,是,3.001584053039551,0/0,60日新高,专用设备,2026-01-20
