序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业,date
1,002141,贤丰控股,-4.458598613739014,4.5,5.18,1131921584,4648211091.0,4648211064.0,23.44993019104004,0.0,092500,1,4/3,16.135881423950195,动物保健,2026-06-22
2,000880,潍柴重机,2.2559313774108887,26.29,28.28,1059990656,5968534572.0,12194586213.92,17.308303833007812,0.038051750510931015,093000,1,0/0,8.868144035339355,汽车零部,2026-06-22
3,002491,通鼎互联,7.6630778312683105,34.0,34.74,9382468352,39999941614.0,41819812864.0,23.72602653503418,0.20630711317062378,093118,2,3/2,6.998100280761719,通信设备,2026-06-22
4,002730,电光科技,8.752079963684082,32.68,33.06,954927600,11308256478.4,11832770739.84,8.48036003112793,0.0,093145,2,0/0,7.82029914855957,专用设备,2026-06-22
5,002976,瑞玛精密,2.220655679702759,29.0,31.21,452884032,2715503073.0,4341319923.0,16.49909782409668,0.06901311129331589,093545,2,0/0,12.090235710144043,汽车零部,2026-06-22
6,603380,易德龙,9.992688179016113,45.13,45.13,683010960,7240711356.0,7240711356.0,9.623826026916504,0.0,093619,5,2/1,6.507433891296387,消费电子,2026-06-22
7,300052,中青宝,13.552188873291016,13.49,14.26,882285728,3532372822.9,3532473997.9,24.522165298461914,0.0,093739,2,0/0,17.5084171295166,IT服务Ⅱ,2026-06-22
8,300592,华凯易佰,15.871710777282715,14.09,14.59,705542624,4915563843.66,5697453140.48,14.523883819580078,0.0,094054,3,0/0,27.05592155456543,互联网电,2026-06-22
9,600460,士兰微,7.100167274475098,44.8,46.01,8274769920,74550418656.0,74550418432.0,11.101166725158691,0.022326413542032242,094846,3,0/0,6.000478267669678,半导体,2026-06-22
10,600226,亨通股份,8.401638984680176,10.58,10.74,4564334592,31468953349.920002,31468953434.56,14.66740894317627,0.0946073830127716,095007,3,2/1,9.118852615356445,电力,2026-06-22
11,000917,电广传媒,7.365438938140869,7.58,7.77,654587136,10744341971.54,10745077026.88,6.107189178466797,-0.2631579041481018,095139,1,0/0,11.75637435913086,电视广播,2026-06-22
12,600516,方大炭素,7.903779983520508,6.28,6.4,1515638784,25283093911.04,25283093911.04,6.032686233520508,0.15948963165283203,095415,1,0/0,12.371133804321289,冶钢原料,2026-06-22
13,600108,亚盛集团,7.202216148376465,3.87,3.97,1225906672,7534561518.27,7534561514.400001,16.42338752746582,-0.7692307829856873,100001,1,0/0,9.972298622131348,种植业,2026-06-22
14,601678,滨化股份,8.873720169067383,6.38,6.45,1933626496,13036485440.88,13122615415.36,15.081778526306152,0.15698587894439697,101349,6,0/0,10.921501159667969,化学原料,2026-06-22
15,000759,中百集团,4.472843647003174,6.54,6.89,933041296,4288317403.5,4332511839.36,21.7449893951416,0.0,103142,2,0/0,12.93929672241211,一般零售,2026-06-22
16,600882,妙可蓝多,7.089765548706055,18.73,19.24,323194832,9553304808.31,9553304827.04,3.4235546588897705,0.0,103147,1,0/0,10.520297050476074,饮料乳品,2026-06-22
17,003013,地铁设计,8.359923362731934,16.98,17.24,436066256,6791101554.24,7823667579.84,6.447062969207764,0.058927521109580994,105939,5,0/0,11.805998802185059,工程咨询,2026-06-22
18,601872,招商轮船,9.976662635803223,18.85,18.85,3844051136,152205050762.7,152205050649.6,2.6010091304779053,0.0,110146,16,0/0,9.918319702148438,航运港口,2026-06-22
19,002106,莱宝高科,7.675906181335449,15.15,15.48,1429463920,10679272359.9,10693114824.0,13.550690650939941,0.1984127163887024,112530,1,0/0,8.031271934509277,光学光电,2026-06-22
20,002136,安 纳 达,8.205520629882812,14.11,14.34,331605456,3025970773.6,3033932200.0,11.178996086120605,-0.3531073331832886,112912,1,0/0,11.04294490814209,化学原料,2026-06-22
21,603660,苏州科达,8.463435173034668,13.2,13.39,800965616,7543703587.2,7543703692.799999,10.72417163848877,-0.15128593146800995,131535,1,0/0,6.820049285888672,计算机设,2026-06-22
22,002095,生 意 宝,8.177043914794922,14.42,14.66,136431365,3629635344.3,3644222400.0,3.8239238262176514,-0.20761245489120483,132442,1,0/0,12.978243827819824,数字媒体,2026-06-22
23,603757,大元泵业,10.007135391235352,61.67,61.67,1610162224,11504369462.53,11504369462.53,14.986895561218262,0.0,141554,13,0/0,17.231536865234375,通用设备,2026-06-22
24,002272,川润股份,6.650943279266357,22.61,23.32,2269350800,9227889345.78,10963075662.56,24.740015029907227,-0.08837825804948807,142654,1,0/0,9.622641563415527,通用设备,2026-06-22
25,600322,津投城开,9.91735553741455,2.66,2.66,209565455,2941162000.0,2941162000.0,7.377827167510986,0.0,143404,6,0/0,11.570247650146484,房地产开,2026-06-22
26,600498,烽火通信,9.626875877380371,82.56,82.84,11489493248,104985067407.36,112130307809.28,11.300944328308105,0.036350417882204056,144104,1,0/0,7.316425323486328,通信设备,2026-06-22
