序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业,date
1,000595,新能股份,1.6768293380737305,6.67,7.22,1358444688,7594837961.22,7594837974.559999,17.052452087402344,0.0,093042,5,11/6,10.060976028442383,电力,2026-08-05
2,600650,锦江在线,6.92307710647583,11.12,11.44,185448925,4343028034.0,6133904445.44,4.275605201721191,0.0,093128,1,0/0,6.057692527770996,铁路公路,2026-08-05
3,600712,南宁百货,2.7173912525177,5.67,6.07,387529264,3054136263.57,3088195891.2,12.263236999511719,0.0,093132,2,2/1,9.782608985900879,一般零售,2026-08-05
4,002792,通宇通讯,6.921739101409912,30.74,31.63,2288923648,10384724576.68,16102719623.679998,21.913175582885742,0.0,093506,2,3/2,6.330434799194336,通信设备,2026-08-05
5,605155,西大门,5.419450759887695,14.2,14.82,151566087,2652964700.0,2705375082.4,5.648008823394775,0.0,093751,2,0/0,9.428359985351562,家居用品,2026-08-05
6,002181,粤 传 媒,9.181415557861328,9.87,9.94,1069656592,11197881216.48,11459644197.119999,9.666762351989746,0.0,094109,5,0/0,11.504425048828125,出版,2026-08-05
7,000938,紫光股份,7.634032726287842,36.94,37.75,15917765888,105651084577.56,105651350471.68,15.000043869018555,0.0,094124,19,0/0,9.207459449768066,IT服务Ⅱ,2026-08-05
8,003005,竞业达,3.2514448165893555,14.29,15.22,237309962,1814518563.74,3306544394.39,12.96987247467041,0.0,094915,1,0/0,9.537572860717773,IT服务Ⅱ,2026-08-05
9,603068,博通集成,8.479211807250977,39.66,40.22,1228976400,6019885071.539999,6019885071.539999,20.474609375,0.0,095258,7,0/0,12.089715957641602,半导体,2026-08-05
10,603039,泛微网络,7.618129253387451,44.64,45.63,2217078624,13733011477.44,13733011745.28,16.436763763427734,0.0,101435,1,0/0,12.126325607299805,软件开发,2026-08-05
11,603106,恒银科技,0.9955752491950989,9.13,9.94,976676304,4752347600.0,4752347600.0,19.9913387298584,0.0,102200,3,4/3,12.5,计算机设,2026-08-05
12,600446,金证股份,3.539823055267334,11.7,12.43,590335920,11012829504.3,11012829422.4,5.268522262573242,0.0,102301,1,0/0,10.44247817993164,IT服务Ⅱ,2026-08-05
13,603678,火炬电子,8.086917877197266,48.25,49.1,2045349808,22946089945.75,22946089608.0,9.05773639678955,0.0,104937,3,0/0,12.768816947937012,军工电子,2026-08-05
14,002827,高争民爆,6.902317047119141,44.76,46.06,2014173344,12353702931.0,12400578960.0,16.509584426879883,0.0,105839,1,6/4,11.464056015014648,化学制品,2026-08-05
15,002536,飞龙股份,9.96830940246582,38.17,38.18,2226191728,20779789032.75,21939577344.96,11.03479290008545,0.0,110115,44,2/1,11.380005836486816,汽车零部,2026-08-05
16,001229,魅视科技,9.979209899902344,42.32,42.33,480449152,3121150995.6,6070046472.0,16.062517166137695,0.0,110912,2,3/2,9.719334602355957,计算机设,2026-08-05
17,600353,旭光电子,9.542313575744629,25.37,25.48,1343844880,21026939103.83,21026938926.24,6.606795787811279,0.0,111619,3,2/1,11.571675300598145,其他电子,2026-08-05
