序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业,date
1,002080,中材科技,2.6069176197052,60.22,64.56,6872577280,101056602228.48,101056602228.48,6.7050981521606445,0.0,092500,1,0/0,11.518146514892578,玻璃玻纤,2026-09-18
2,003026,中晶科技,0.5405405759811401,37.2,40.7,2225844624,5362784736.0,7052348100.000001,39.654319763183594,0.0,092500,3,4/3,10.675675392150879,半导体,2026-09-18
3,000710,贝瑞基因,5.971897125244141,9.05,9.39,348200912,3036522589.9,3199369321.6000004,11.252179145812988,0.0,093212,1,0/0,8.196721076965332,医疗服务,2026-09-18
4,002693,双成药业,3.4792368412017822,9.22,9.8,407416768,3789250315.1200004,3823439439.6800003,10.483370780944824,0.0,093406,2,0/0,9.988776206970215,化学制药,2026-09-18
5,000920,沃顿科技,4.196357727050781,13.16,13.89,760915952,6219387942.88,6219693939.2,12.000529289245605,0.0,093445,2,2/1,7.363420486450195,塑料,2026-09-18
6,600156,华升股份,5.046948432922363,8.95,9.37,260654344,3598890782.8999996,3598890800.7999997,7.218484878540039,0.0,093639,1,0/0,9.74178409576416,纺织制造,2026-09-18
7,002902,铭普光磁,6.995884895324707,31.2,32.08,2058407392,5817890395.2,7332282734.4,35.20815658569336,0.0,093757,7,0/0,8.26474666595459,通信设备,2026-09-18
8,002735,王子新材,7.379767894744873,12.95,13.27,810057248,3691518465.95,4859543858.4,21.875864028930664,0.0,094045,2,0/0,9.28689956665039,包装印刷,2026-09-18
9,000993,闽东电力,9.070673942565918,19.6,19.77,2088013952,8975848518.0,8975848537.6,23.508142471313477,0.0,094524,11,8/6,8.180299758911133,电力,2026-09-18
10,002172,澳洋健康,4.970178604125977,5.28,5.53,1346537104,4039943054.4,4043066903.04,33.12925720214844,0.0,095718,1,0/0,12.127236366271973,医疗服务,2026-09-18
11,301080,百普赛斯,10.273972511291504,109.48,119.14,2249515680,13886153734.880001,18357503269.84,15.915246963500977,0.0,095842,1,0/0,17.596696853637695,生物制品,2026-09-18
12,600163,中闽能源,4.215851306915283,6.18,6.52,1035184240,11760516163.74,11760516169.92,8.674922943115234,0.0,095842,3,0/0,11.129847526550293,电力,2026-09-18
13,301230,泓博医药,10.758099555969238,35.21,38.15,1331133008,5730354227.99,6370937046.46,23.067943572998047,0.0,095848,1,0/0,19.125511169433594,医疗服务,2026-09-18
14,002724,海洋王,4.392386436462402,7.13,7.51,379632688,4038990200.57,5500780740.0,9.33541202545166,0.0,102106,1,0/0,11.127379417419434,照明设备,2026-09-18
15,600059,古越龙山,8.629441261291504,10.7,10.84,1159483552,9753503819.099998,9753503851.199999,12.058136940002441,0.0,103500,9,0/0,12.081218719482422,非白酒,2026-09-18
16,603177,德创环保,7.89724063873291,11.34,11.56,113403675,2315537280.0,2315537280.0,4.952246189117432,0.0,105548,2,0/0,9.705042839050293,环境治理,2026-09-18
17,600712,南宁百货,5.731225490570068,5.35,5.57,384605104,2881768784.85,2913906176.0,13.331852912902832,0.0,110052,2,0/0,10.474308967590332,一般零售,2026-09-18
18,300836,佰奥智能,19.420068740844727,62.6,62.9,499243056,3971973881.2000003,5802119186.0,13.15127944946289,0.0,110157,4,0/0,19.496376037597656,专用设备,2026-09-18
19,002767,先锋电子,3.630175828933716,18.27,19.39,97303634,2380286323.17,2740500000.0,4.06051778793335,0.0,111048,1,0/0,10.26659107208252,通用设备,2026-09-18
20,002685,华东重机,6.591337203979492,5.66,5.84,522178144,5702955528.56,5703529022.400001,9.207932472229004,0.0,112048,2,0/0,10.54613971710205,工程机械,2026-09-18
21,002631,德尔未来,9.975062370300293,13.23,13.23,1262099120,10500516741.960001,10548052502.4,12.35740852355957,0.0,130012,6,4/2,10.22443962097168,家居用品,2026-09-18
22,688261,东微半导,15.157090187072754,81.37,84.79,1304106992,9934999446.93,9979650257.99,13.261612892150879,0.0,130052,2,0/0,15.992074966430664,半导体,2026-09-18
23,601369,陕鼓动力,7.380952835083008,9.02,9.24,367794736,15390025853.84,15530519389.439999,2.447242021560669,0.0,134700,1,0/0,11.071428298950195,专用设备,2026-09-18
24,603679,华体科技,8.474576950073242,25.6,25.96,416530480,4548767155.2,4548767155.2,9.280932426452637,0.0,140454,3,0/0,10.423728942871094,光学光电,2026-09-18
25,601155,新城控股,9.874326705932617,12.24,12.25,472947504,27608823757.44,27608823855.36,1.7680037021636963,0.0,142232,7,0/0,10.41292667388916,房地产开,2026-09-18
