序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603402,C陕旅,132.0,-6.27,-8.83,80542,1059420080.0,6.14,136.7,128.05,134.63,140.83,0.61,41.66,20.74,3.54,2026-01-08
2,301687,C新广益,68.06,-8.74,-6.52,151330,1052222710.84,6.77,73.0,67.95,70.15,74.58,0.78,51.24,74.0,6.73,2026-01-08
3,688809,强一股份,323.0,-2.05,-6.77,75356,2466713076.0,10.5,348.5,313.88,320.68,329.77,0.65,30.94,125.65,10.72,2026-01-08
4,001396,誉帆科技,40.38,0.47,0.19,44982,181283331.66,2.64,40.96,39.9,40.61,40.19,0.44,20.26,42.22,3.13,2026-01-08
5,001369,双欣环保,15.19,-3.25,-0.51,462034,704908005.71,2.29,15.54,15.18,15.54,15.7,0.52,22.98,32.34,2.56,2026-01-08
6,688805,健信超导,46.2,-2.08,-0.98,65081,300309173.0,2.59,46.86,45.64,46.0,47.18,0.83,20.65,122.0,6.49,2026-01-08
7,603248,锡华科技,22.76,1.65,0.37,108691,247004577.0,3.35,22.97,22.22,22.39,22.39,0.79,15.68,48.6,4.61,2026-01-08
8,301667,纳百川,78.16,5.08,3.78,92945,728315293.38,10.67,81.13,73.19,74.0,74.38,1.0,41.32,112.3,7.02,2026-01-08
9,301449,天溯计量,85.02,-2.26,-1.97,39882,339768442.96,4.24,87.51,83.82,85.52,86.99,0.74,28.67,44.72,4.87,2026-01-08
10,688807,优迅股份,196.03,-2.57,-5.17,30745,606447988.0,3.23,201.5,195.0,198.01,201.2,0.95,20.45,161.25,9.01,2026-01-08
11,001325,元创股份,50.03,-0.24,-0.12,17674,88505722.72,0.86,50.25,49.82,50.0,50.15,0.82,9.02,24.07,2.24,2026-01-08
12,688802,沐曦股份-U,642.55,6.39,38.59,39323,2492879109.0,9.1,655.0,600.01,601.12,603.96,1.57,21.68,-558.07,19.12,2026-01-08
13,688790,昂瑞微-UW,166.08,0.35,0.58,21043,346202132.0,4.48,168.49,161.08,163.25,165.5,0.95,17.45,-197.5,5.81,2026-01-08
14,688796,百奥赛图,56.17,0.74,0.41,36027,201617776.0,4.21,57.37,55.02,55.7,55.76,0.88,10.04,164.96,11.84,2026-01-08
