序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301688,N格林,53.82,104.41,27.49,202103,1205493198.97,73.45,72.0,52.66,59.0,26.33,,77.78,36.42,4.43,2026-09-02
2,601123,C马矿,20.02,-23.0,-5.98,635756,1344667489.0,12.38,23.1,19.88,22.88,26.0,0.82,66.34,29.51,5.01,2026-09-02
3,301697,C贝特利,32.08,-10.64,-3.82,247345,790092096.41,7.8,33.78,30.98,31.12,35.9,0.72,56.23,44.36,5.11,2026-09-02
4,688835,高凯技术,278.87,5.15,13.67,34452,927926526.0,14.99,284.86,245.11,257.0,265.2,0.63,18.34,131.29,12.49,2026-09-02
5,301655,绿控传动,26.0,-7.96,-2.25,140307,368451299.85,5.7,27.49,25.88,27.49,28.25,0.64,31.2,48.01,7.64,2026-09-02
6,688836,宇树科技-W,546.02,-4.39,-25.08,41459,2277873469.0,3.12,562.84,545.0,557.0,571.1,0.75,13.78,403.0,25.1,2026-09-02
7,688826,频准激光,784.01,-3.73,-30.34,10672,843238709.0,4.15,812.0,778.18,790.0,814.35,0.66,14.01,177.51,13.65,2026-09-02
8,688828,国仪公司-U,95.33,-1.27,-1.23,27885,267671036.0,4.35,98.99,94.79,95.01,96.56,0.4,10.71,-271.14,26.91,2026-09-02
9,301717,超纯应材,341.03,-2.54,-8.9,26814,921510368.85,3.9,352.15,338.5,346.32,349.93,0.58,15.39,152.19,13.75,2026-09-02
10,301707,展芯股份,78.4,0.69,0.54,53047,421610285.72,5.63,80.88,76.5,76.9,77.86,1.11,19.61,112.42,13.16,2026-09-02
11,603468,津富士达,23.96,1.31,0.31,44307,105024880.0,3.85,24.2,23.29,23.56,23.65,1.52,11.08,26.19,2.76,2026-09-02
12,001232,嘉立创,167.8,0.16,0.27,36456,612338583.88,3.75,171.3,165.01,166.65,167.53,0.5,8.25,45.24,7.35,2026-09-02
