序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688835,C高凯,299.48,27.44,64.48,92133,2529150623.0,25.45,299.48,239.67,239.67,235.0,0.61,49.05,140.99,13.41,2026-08-26
2,301655,C绿控,28.07,5.53,1.47,224809,618026617.93,11.13,28.85,25.89,25.89,26.6,0.83,49.99,54.5,8.61,2026-08-26
3,688836,宇树科技-W,591.53,-1.87,-11.27,55830,3324850833.0,7.21,614.44,571.0,598.0,602.8,0.47,18.56,436.59,27.2,2026-08-26
4,688826,频准激光,1024.49,6.72,64.49,21403,2166294958.0,13.79,1075.0,942.59,956.95,960.0,1.03,28.1,366.66,18.33,2026-08-26
5,688828,国仪公司-U,118.5,15.09,15.54,103076,1165348075.0,20.4,123.55,102.55,105.26,102.96,1.29,39.59,-337.04,33.45,2026-08-26
6,301717,超纯应材,404.0,7.5,28.2,61126,2437644837.93,12.8,422.99,374.88,374.88,375.8,1.24,35.08,180.29,16.63,2026-08-26
7,301707,展芯股份,79.95,2.07,1.62,58879,466934100.47,6.77,81.88,76.58,77.81,78.33,0.97,21.76,114.64,13.42,2026-08-26
8,603468,津富士达,23.84,0.42,0.1,30613,72865620.0,1.94,24.05,23.59,23.62,23.74,0.76,7.66,26.06,2.74,2026-08-26
9,001232,嘉立创,147.3,-1.22,-1.82,32776,482827511.14,2.0,148.99,146.01,148.0,149.12,0.58,7.41,54.34,6.81,2026-08-26
10,301677,欣兴工具,54.39,0.68,0.37,23044,124625652.4,2.26,54.6,53.38,53.85,54.02,0.78,10.75,28.74,2.52,2026-08-26
11,688825,长鑫科技,56.1,-0.71,-0.4,2012841,11335118435.0,2.58,56.97,55.51,56.6,56.5,0.64,4.47,37.88,26.92,2026-08-26
