序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603402,N陕旅,132.0,64.1,51.56,143859,1970641815.0,33.57,152.0,125.0,131.15,80.44,,74.41,20.74,3.54,2026-01-06
2,301687,C新广益,74.5,7.69,5.32,169027,1217352019.68,12.04,74.99,66.66,66.88,69.18,0.82,57.23,81.0,7.37,2026-01-06
3,688809,C强一,293.0,3.53,10.0,78394,2248912568.0,8.41,298.81,275.0,275.0,283.0,0.56,32.19,113.98,9.72,2026-01-06
4,001396,C誉帆,41.74,-1.46,-0.62,75620,315392696.09,3.26,42.6,41.22,41.43,42.36,0.63,34.05,43.64,3.23,2026-01-06
5,001369,C双欣,16.25,2.33,0.37,658766,1063874878.91,4.85,16.57,15.8,16.0,15.88,0.62,32.77,34.6,2.74,2026-01-06
6,688805,健信超导,43.29,-1.14,-0.5,56542,245129863.0,3.88,44.4,42.7,43.5,43.79,0.69,17.94,114.32,6.08,2026-01-06
7,603248,锡华科技,22.3,0.04,0.01,100256,222379480.0,1.66,22.35,21.98,22.09,22.29,0.49,14.47,47.62,4.52,2026-01-06
8,301667,纳百川,74.36,1.06,0.78,79335,578432472.24,3.48,74.38,71.82,73.01,73.58,0.66,35.27,106.84,6.68,2026-01-06
9,301449,天溯计量,81.72,-0.95,-0.78,36393,297408556.74,2.55,83.05,80.95,82.64,82.5,0.5,26.16,42.99,4.68,2026-01-06
10,688807,优迅股份,194.66,-0.78,-1.53,29981,593870270.0,5.65,204.77,193.69,196.5,196.19,0.78,19.94,160.12,8.95,2026-01-06
11,001325,元创股份,49.93,0.69,0.34,19052,94819818.4,1.17,49.99,49.41,49.46,49.59,0.72,9.72,24.02,2.23,2026-01-06
12,688802,沐曦股份-U,594.21,-1.91,-11.57,24390,1462034614.0,3.74,614.66,592.0,600.0,605.78,0.95,13.45,-516.08,17.68,2026-01-06
13,688790,昂瑞微-UW,158.35,3.99,6.08,23944,368245088.0,5.28,158.38,150.34,152.26,152.27,1.38,19.86,-188.31,5.54,2026-01-06
14,688796,百奥赛图,54.8,-0.45,-0.25,30826,169033953.0,4.01,56.54,54.33,55.0,55.05,0.73,8.59,160.94,11.55,2026-01-06
