序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603293,N埃泰克,71.02,112.06,37.53,252308,1865550408.0,42.4,85.2,71.0,71.0,33.49,,71.89,51.2,6.39,2026-04-16
2,301666,N大普微-UW,244.55,430.71,198.47,219933,4863699476.21,119.38,255.0,199.99,207.23,46.08,,82.94,-221.93,230.51,2026-04-16
3,688811,C有研,18.89,-4.6,-0.91,401588,758289643.0,7.02,19.8,18.41,19.3,19.8,0.75,43.59,137.54,8.7,2026-04-16
4,301696,C三瑞,114.99,0.88,1.0,134737,1505608902.4,6.98,115.96,108.0,112.34,113.99,0.71,44.79,109.16,35.7,2026-04-16
5,603459,红板科技,68.69,0.42,0.29,462966,3121319841.0,12.6,72.62,64.0,70.0,68.4,1.05,58.56,95.91,19.37,2026-04-16
6,301683,慧谷新材,125.5,-3.96,-5.17,42085,528753994.19,4.36,129.5,123.8,129.11,130.67,0.97,29.5,38.31,5.0,2026-04-16
7,688813,泰金新能,65.99,-5.34,-3.72,88249,586264516.0,7.27,70.07,65.0,68.4,69.71,0.85,29.34,51.73,10.21,2026-04-16
8,001257,盛龙股份,23.43,-1.43,-0.34,291579,677799171.48,3.7,23.76,22.88,23.61,23.77,0.75,21.29,48.67,6.7,2026-04-16
9,688781,视涯科技-UW,37.9,-2.82,-1.1,68085,258136131.0,3.85,38.93,37.43,38.51,39.0,1.06,16.67,-178.49,17.23,2026-04-16
10,301682,宏明电子,124.75,-0.76,-0.96,62450,779617934.5,3.5,128.0,123.6,126.28,125.71,1.02,24.31,47.58,4.02,2026-04-16
