序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688801,C燧原-U,424.26,6.87,27.26,70682,2898537700.0,14.62,427.94,369.9,370.0,397.0,0.52,39.49,-144.36,21.6,2026-09-14
2,301689,C电科思,49.0,11.11,4.9,264207,1263239557.48,18.1,51.2,43.22,43.3,44.1,0.65,45.9,136.33,10.59,2026-09-14
3,301699,C洛轴,26.42,1.46,0.38,255544,679899297.59,7.45,27.49,25.55,25.55,26.04,0.58,36.54,33.48,4.13,2026-09-14
4,603448,天博智能,61.2,-0.89,-0.55,38700,237221887.0,3.77,62.49,60.16,61.5,61.75,0.4,16.46,22.56,1.99,2026-09-14
5,301688,格林生物,36.34,2.45,0.87,49256,178770335.28,6.29,37.23,35.0,35.0,35.47,0.68,18.96,24.59,2.99,2026-09-14
6,601123,马矿股份,16.79,10.03,1.53,287228,464467419.0,11.01,16.79,15.11,15.12,15.26,1.05,29.97,24.75,4.2,2026-09-14
7,301697,贝特利,25.27,2.6,0.64,72934,183093765.1,5.44,25.57,24.23,24.23,24.63,0.67,16.58,34.94,4.02,2026-09-14
8,688835,高凯技术,324.41,20.0,54.07,36734,1128312888.0,18.65,324.41,274.0,274.0,270.34,1.36,19.56,152.73,14.53,2026-09-14
9,301655,绿控传动,21.84,2.63,0.56,52587,114222855.6,5.31,22.11,20.98,21.05,21.28,0.8,11.69,40.33,6.41,2026-09-14
10,688836,宇树科技-W,470.0,-1.49,-7.12,21050,990801427.0,2.9,479.41,465.58,468.81,477.12,0.64,7.0,346.89,21.61,2026-09-14
11,688826,频准激光,764.49,1.11,8.38,6016,459243673.0,8.99,788.0,720.01,743.34,756.11,0.82,7.9,173.09,13.31,2026-09-14
