序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301688,C格林,44.66,-17.02,-9.16,148432,690136779.93,8.45,49.0,44.45,47.02,53.82,0.73,57.12,30.22,3.67,2026-09-03
2,601123,C马矿,18.88,-5.69,-1.14,468103,901860727.0,9.24,20.47,18.62,19.07,20.02,0.66,48.85,27.83,4.73,2026-09-03
3,301697,C贝特利,29.98,-6.55,-2.1,203508,639455737.13,10.91,33.38,29.88,31.58,32.08,0.69,46.26,41.45,4.77,2026-09-03
4,688835,高凯技术,288.26,3.37,9.39,27563,794477227.0,7.53,296.5,275.5,275.5,278.87,0.64,14.67,135.71,12.91,2026-09-03
5,301655,绿控传动,24.61,-5.35,-1.39,118013,296160873.93,6.15,26.1,24.5,25.77,26.0,0.58,26.24,45.45,7.23,2026-09-03
6,688836,宇树科技-W,550.45,0.81,4.43,30911,1715526755.0,3.75,565.5,545.02,550.0,546.02,0.59,10.27,406.27,25.31,2026-09-03
7,688826,频准激光,794.4,1.33,10.39,9127,723306419.0,3.17,806.0,781.12,790.8,784.01,0.65,11.98,179.86,13.83,2026-09-03
8,688828,国仪公司-U,94.55,-0.82,-0.78,22054,208413790.0,4.73,97.36,92.85,96.44,95.33,0.4,8.47,-268.92,26.69,2026-09-03
9,301717,超纯应材,348.49,2.19,7.46,37261,1300594255.82,5.72,358.4,338.88,346.11,341.03,0.94,21.38,155.52,14.05,2026-09-03
10,301707,展芯股份,75.26,-4.01,-3.14,47400,361128658.42,5.09,79.2,75.21,78.01,78.4,1.01,17.52,107.92,12.64,2026-09-03
11,603468,津富士达,23.43,-2.21,-0.53,33446,78777318.0,2.05,23.87,23.38,23.81,23.96,1.05,8.36,25.62,2.7,2026-09-03
12,001232,嘉立创,166.39,-0.84,-1.41,26184,435528639.2,3.52,170.47,164.57,169.66,167.8,0.35,5.92,44.86,7.29,2026-09-03
