序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301599,C理奇,70.18,12.47,7.78,364034,2548328239.62,33.11,80.0,59.34,62.68,62.4,0.86,66.55,118.85,20.01,2026-05-06
2,688808,联讯仪器,1018.0,-1.48,-15.33,47870,4822192646.0,7.26,1053.0,978.0,1018.0,1033.33,0.64,24.81,219.75,76.39,2026-05-06
3,688820,盛合晶微,107.1,3.98,4.1,665399,7315511545.0,11.36,115.4,103.7,108.13,103.0,1.2,38.48,260.68,11.73,2026-05-06
4,001312,福恩股份,23.88,1.79,0.42,86815,206839510.91,2.47,24.08,23.5,23.65,23.46,0.72,15.19,34.29,3.09,2026-05-06
5,301513,尚水智能,85.19,3.88,3.18,48157,411462230.25,5.45,86.77,82.3,82.3,82.01,0.98,23.9,72.36,8.39,2026-05-06
6,603293,埃泰克,51.23,3.02,1.5,53694,274217061.0,3.72,51.55,49.7,49.7,49.73,1.11,15.3,39.52,4.43,2026-05-06
7,301666,大普微-UW,379.0,19.18,61.0,89544,3351697235.18,9.59,381.6,351.11,351.11,318.0,0.93,33.77,111.74,185.51,2026-05-06
8,688811,有研复材,26.14,8.55,2.06,361076,946660317.0,18.27,27.9,23.5,23.5,24.08,1.68,39.19,12325.24,12.01,2026-05-06
9,301696,三瑞智能,97.06,2.49,2.36,64822,628798521.01,3.64,98.17,94.72,94.72,94.7,1.07,21.55,74.5,27.02,2026-05-06
10,603459,红板科技,66.98,8.5,5.25,277376,1835665173.0,6.9,67.77,63.51,64.98,61.73,1.52,35.09,101.96,17.94,2026-05-06
