序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301687,C新广益,69.18,-3.0,-2.14,172993,1233599553.7,14.26,75.77,65.6,65.88,71.32,0.73,58.57,75.22,6.84,2026-01-05
2,688809,C强一,283.0,10.2,26.2,103204,2992704314.0,12.85,308.0,275.0,275.0,256.8,0.65,42.38,110.09,9.39,2026-01-05
3,001396,C誉帆,42.36,-1.83,-0.79,78795,339325379.92,6.88,44.97,42.0,42.45,43.15,0.56,35.48,44.29,3.28,2026-01-05
4,001369,C双欣,15.88,-3.82,-0.63,664648,1063892171.76,5.09,16.66,15.82,16.01,16.51,0.53,33.06,33.81,2.68,2026-01-05
5,688805,健信超导,43.79,3.92,1.65,66996,291240593.0,6.19,44.49,41.88,41.99,42.14,0.69,21.26,115.64,6.16,2026-01-05
6,603248,锡华科技,22.29,1.46,0.32,109217,240268922.0,3.28,22.29,21.57,21.98,21.97,0.45,15.76,47.6,4.52,2026-01-05
7,301667,纳百川,73.58,-8.31,-6.67,100795,749720922.88,4.97,76.99,73.0,76.02,80.25,0.79,44.81,105.72,6.61,2026-01-05
8,301449,天溯计量,82.5,-2.29,-1.93,46535,381279209.84,3.32,83.28,80.48,81.43,84.43,0.56,33.45,43.4,4.73,2026-01-05
9,688807,优迅股份,196.19,4.75,8.89,38636,747500359.0,5.17,197.44,187.75,189.21,187.3,0.92,25.7,161.38,9.02,2026-01-05
10,001325,元创股份,49.59,0.85,0.42,18665,92350995.43,1.22,49.66,49.06,49.06,49.17,0.6,9.52,23.86,2.22,2026-01-05
11,688802,沐曦股份-U,605.78,4.43,25.68,30969,1827106137.0,6.82,605.79,566.2,579.49,580.1,1.1,17.07,-526.13,18.03,2026-01-05
12,688790,昂瑞微-UW,152.27,3.04,4.49,19472,297028521.0,4.05,154.5,148.51,148.99,147.78,1.16,16.15,-181.08,5.33,2026-01-05
13,688796,百奥赛图,55.05,4.66,2.45,63645,351187324.0,8.17,56.96,52.66,52.7,52.6,1.75,17.73,161.67,11.61,2026-01-05
