序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603352,C至信,55.68,-18.81,-12.9,268304,1570850667.0,13.68,64.88,55.5,60.0,68.58,0.77,60.4,57.37,4.39,2026-01-16
2,603402,陕西旅游,155.3,-0.35,-0.54,59501,938570101.0,10.91,168.0,151.0,151.48,155.84,0.7,30.78,24.4,4.17,2026-01-16
3,301687,新广益,62.03,-1.65,-1.04,42969,267834899.85,2.25,63.43,62.01,63.01,63.07,0.53,14.55,67.45,6.14,2026-01-16
4,688809,强一股份,385.0,-1.0,-3.9,43406,1699950641.0,7.4,407.77,379.0,394.99,388.9,0.72,17.82,149.77,12.78,2026-01-16
5,001396,誉帆科技,43.67,3.58,1.51,58256,251376682.46,4.13,43.99,42.25,42.98,42.16,1.33,26.23,45.66,3.38,2026-01-16
6,001369,双欣环保,15.04,-0.4,-0.06,135456,204111039.15,0.73,15.14,15.03,15.1,15.1,0.52,6.74,32.02,2.54,2026-01-16
7,688805,健信超导,48.45,-0.59,-0.29,51233,251044471.0,3.47,49.8,48.11,48.67,48.74,0.74,16.25,127.94,6.81,2026-01-16
8,603248,锡华科技,22.99,0.83,0.19,79913,184367996.0,2.76,23.51,22.88,22.88,22.8,0.91,11.53,49.09,4.66,2026-01-16
9,301667,纳百川,74.32,-1.91,-1.45,41019,305880568.09,2.9,76.2,74.0,74.1,75.77,0.58,18.24,106.79,6.67,2026-01-16
10,301449,天溯计量,84.05,-0.76,-0.64,26045,221587819.04,4.9,87.81,83.66,84.8,84.69,0.71,18.72,44.21,4.82,2026-01-16
11,688807,优迅股份,201.8,1.38,2.75,29232,589705477.0,6.21,209.37,197.0,200.0,199.05,0.97,19.44,166.0,9.28,2026-01-16
12,001325,元创股份,50.93,1.58,0.79,24554,124097958.01,1.74,50.94,50.07,50.1,50.14,1.14,12.53,24.51,2.28,2026-01-16
13,688802,沐曦股份-U,601.8,0.75,4.47,12236,736809981.0,1.42,605.88,597.4,597.4,597.33,0.6,6.75,-522.67,17.91,2026-01-16
