序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688820,N盛合,76.65,289.48,56.97,1299284,10371848465.0,132.06,100.99,75.0,99.72,19.68,,75.15,155.11,8.3,2026-04-21
2,001312,N福恩,30.57,66.32,12.19,409948,1354563595.29,34.93,36.53,30.11,36.51,18.38,,71.72,30.97,4.09,2026-04-21
3,301513,C尚水,100.02,3.58,3.46,105102,1035671968.28,13.47,104.77,91.76,93.77,96.56,0.8,52.16,62.27,10.21,2026-04-21
4,603293,C埃泰克,57.7,-5.02,-3.05,105847,614723464.0,3.47,59.45,57.34,59.05,60.75,0.58,30.16,41.6,5.19,2026-04-21
5,301666,C大普微-UW,214.55,-9.85,-23.44,99998,2178330284.92,9.41,233.5,211.11,233.4,237.99,0.59,37.71,-194.71,202.23,2026-04-21
6,688811,有研复材,25.97,9.03,2.15,560667,1426905070.0,12.26,26.58,23.66,24.4,23.82,1.25,60.86,189.09,11.96,2026-04-21
7,301696,三瑞智能,96.75,-5.15,-5.25,93426,907468431.63,8.72,103.5,94.61,103.0,102.0,0.67,31.06,91.85,30.03,2026-04-21
8,603459,红板科技,62.0,-1.45,-0.91,233367,1436536806.0,5.33,63.6,60.25,61.5,62.91,0.63,29.52,86.57,17.49,2026-04-21
9,301683,慧谷新材,130.8,0.62,0.8,47808,611456704.25,7.15,132.9,123.6,129.74,130.0,1.12,33.51,39.92,5.21,2026-04-21
10,688813,泰金新能,75.95,-2.13,-1.65,84071,632858341.0,6.79,77.77,72.5,74.15,77.6,0.74,27.95,59.54,11.75,2026-04-21
11,001257,盛龙股份,24.66,3.61,0.86,402617,986486420.07,7.39,25.29,23.53,23.87,23.8,1.26,29.4,51.22,7.05,2026-04-21
12,688781,视涯科技-UW,38.38,-3.08,-1.22,54151,207723669.0,4.07,39.41,37.8,39.33,39.6,0.85,13.26,-180.75,17.44,2026-04-21
13,301682,宏明电子,126.95,-2.46,-3.2,50202,637747127.46,3.23,129.8,125.59,128.85,130.15,0.76,19.54,48.41,4.1,2026-04-21
