序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603402,C陕旅,140.83,6.69,8.83,120756,1690989821.0,10.14,147.39,134.0,136.56,132.0,0.84,62.46,22.12,3.78,2026-01-07
2,301687,C新广益,74.58,0.11,0.08,193100,1509054418.05,20.54,88.3,73.0,80.0,74.5,1.0,65.38,81.09,7.38,2026-01-07
3,688809,C强一,329.77,12.55,36.77,77335,2550465529.0,11.85,349.73,315.0,315.0,293.0,0.62,31.76,128.29,10.94,2026-01-07
4,001396,C誉帆,40.19,-3.71,-1.55,74606,305422307.23,4.1,41.88,40.17,41.45,41.74,0.68,33.6,42.02,3.11,2026-01-07
5,001369,C双欣,15.7,-3.38,-0.55,595353,943566098.94,3.2,16.2,15.68,16.2,16.25,0.62,29.62,33.42,2.65,2026-01-07
6,688805,健信超导,47.18,8.99,3.89,116729,536000090.0,12.17,48.12,42.85,42.87,43.29,1.61,37.03,124.59,6.63,2026-01-07
7,603248,锡华科技,22.39,0.4,0.09,92819,207364367.0,1.52,22.5,22.16,22.27,22.3,0.56,13.39,47.81,4.54,2026-01-07
8,301667,纳百川,74.38,0.03,0.02,57163,420419108.04,3.13,74.88,72.55,73.05,74.36,0.52,25.41,106.87,6.68,2026-01-07
9,301449,天溯计量,86.99,6.45,5.27,56962,476509168.75,6.85,87.21,81.61,81.61,81.72,0.95,40.94,45.76,4.98,2026-01-07
10,688807,优迅股份,201.2,3.36,6.54,34173,683651081.0,6.76,205.0,191.85,191.85,194.66,1.01,22.73,165.5,9.25,2026-01-07
11,001325,元创股份,50.15,0.44,0.22,25918,129997765.01,1.9,50.52,49.57,49.91,49.93,1.09,13.22,24.13,2.24,2026-01-07
12,688802,沐曦股份-U,603.96,1.64,9.75,21358,1289563681.0,4.04,614.0,590.01,590.01,594.21,0.85,11.77,-524.55,17.97,2026-01-07
13,688790,昂瑞微-UW,165.5,4.52,7.15,33904,560869859.0,8.35,170.75,157.52,159.58,158.35,1.78,28.12,-196.81,5.79,2026-01-07
14,688796,百奥赛图,55.76,1.75,0.96,38990,218821202.0,4.54,57.3,54.81,54.81,54.8,0.96,10.86,163.76,11.76,2026-01-07
