序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688808,C联讯,864.99,-1.71,-15.01,43939,3801158287.0,6.14,890.0,836.0,869.88,880.0,0.39,22.77,511.4,74.23,2026-04-28
2,688820,盛合晶微,93.0,-8.01,-8.1,550015,5236491570.0,8.19,100.0,91.72,100.0,101.1,0.67,31.81,188.2,10.06,2026-04-28
3,001312,福恩股份,23.43,-5.94,-1.48,141568,337127285.02,6.1,24.76,23.24,24.75,24.91,0.57,24.77,23.73,3.13,2026-04-28
4,301513,尚水智能,76.03,-9.36,-7.85,50268,394684223.77,7.03,81.71,75.81,81.7,83.88,0.71,24.95,64.58,7.49,2026-04-28
5,603293,埃泰克,49.19,-5.33,-2.77,63917,319387321.0,5.5,51.87,49.01,51.87,51.96,0.84,18.21,37.95,4.25,2026-04-28
6,301666,大普微-UW,252.81,5.46,13.1,89843,2217649387.41,9.89,258.2,234.5,238.01,239.71,0.96,33.88,-229.43,238.3,2026-04-28
7,688811,有研复材,21.49,-4.91,-1.11,169234,368590067.0,3.98,22.29,21.39,22.03,22.6,0.49,18.37,156.47,9.9,2026-04-28
8,301696,三瑞智能,92.97,-2.05,-1.95,56255,522080457.44,4.13,94.95,91.03,94.89,94.92,0.76,18.7,88.26,28.86,2026-04-28
9,603459,红板科技,62.99,-0.87,-0.55,209031,1337140224.0,7.98,66.58,61.51,62.0,63.54,0.95,26.44,95.88,16.87,2026-04-28
10,301683,慧谷新材,134.99,0.75,1.0,27172,364938549.81,2.95,135.98,132.03,132.81,133.99,0.74,19.05,34.8,3.59,2026-04-28
11,688813,泰金新能,83.68,7.17,5.6,89207,755001135.0,16.23,90.57,77.9,78.08,78.08,0.99,29.66,61.73,7.48,2026-04-28
12,001257,盛龙股份,21.75,-2.33,-0.52,150840,330016928.83,4.27,22.48,21.53,22.35,22.27,0.58,11.01,25.93,5.22,2026-04-28
