序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301599,C理奇,71.2,1.45,1.02,294549,2041291987.33,12.05,73.12,64.66,66.66,70.18,0.75,53.85,120.58,20.3,2026-05-07
2,688808,联讯仪器,1130.0,11.0,112.0,48359,5157546228.0,17.06,1166.66,993.0,1000.03,1018.0,0.9,25.06,243.92,84.8,2026-05-07
3,688820,盛合晶微,119.0,11.11,11.9,528214,6094705691.0,16.7,122.9,105.01,106.2,107.1,0.95,30.55,289.65,13.03,2026-05-07
4,001312,福恩股份,24.07,0.8,0.19,80906,194297532.1,1.93,24.16,23.7,23.79,23.88,0.75,14.15,34.57,3.11,2026-05-07
5,301513,尚水智能,88.15,3.47,2.96,42063,367697297.82,4.5,89.0,85.17,85.19,85.19,0.86,20.88,74.87,8.68,2026-05-07
6,603293,埃泰克,51.79,1.09,0.56,47621,244426024.0,2.5,51.83,50.55,51.2,51.23,1.01,13.57,39.95,4.47,2026-05-07
7,301666,大普微-UW,432.28,14.06,53.28,100629,4069553534.91,18.09,439.56,371.0,380.6,379.0,1.09,37.95,127.45,211.59,2026-05-07
8,688811,有研复材,27.89,6.69,1.75,345069,952653485.0,13.43,29.62,26.11,26.15,26.14,1.46,37.46,13150.38,12.82,2026-05-07
9,301696,三瑞智能,113.35,16.78,16.29,123649,1289971944.82,19.18,115.02,96.4,96.9,97.06,1.99,41.1,87.0,31.56,2026-05-07
10,603459,红板科技,73.68,10.0,6.7,333263,2300142799.0,11.66,73.68,65.87,65.87,66.98,1.62,42.16,112.15,19.73,2026-05-07
