序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688805,C健信,53.31,-8.28,-4.81,142126,753797436.0,11.2,56.5,49.99,52.01,58.12,0.58,45.09,140.78,7.49,2025-12-25
2,603248,C锡华,26.42,1.58,0.41,317694,855000966.0,8.54,27.8,25.58,25.58,26.01,0.66,45.84,56.41,5.36,2025-12-25
3,301667,C纳百川,84.28,1.87,1.55,138295,1210248117.5,11.7,92.7,83.02,83.2,82.73,0.8,61.48,121.1,7.57,2025-12-25
4,301449,C天溯,90.11,18.83,14.28,98854,869979893.06,27.86,98.98,77.85,77.85,75.83,1.02,71.05,47.4,5.16,2025-12-25
5,688807,C优迅,216.7,-6.43,-14.9,56763,1269850114.0,10.7,238.98,214.2,226.0,231.6,0.69,37.75,178.25,9.96,2025-12-25
6,001325,元创股份,51.57,-0.94,-0.49,40886,211168381.91,1.61,52.04,51.2,51.62,52.06,0.38,20.86,24.81,2.31,2025-12-25
7,688802,沐曦股份-U,642.94,3.59,22.28,43280,2787975636.0,9.78,665.72,605.0,620.18,620.66,0.84,23.86,-558.41,19.13,2025-12-25
8,688790,昂瑞微-UW,159.08,-0.1,-0.16,16194,259990962.0,3.77,163.0,157.0,158.5,159.24,0.56,13.43,-189.18,5.57,2025-12-25
9,688796,百奥赛图,51.8,-1.52,-0.8,35506,184402081.0,3.14,52.95,51.3,52.7,52.6,0.7,9.89,152.13,10.92,2025-12-25
10,688795,摩尔线程-U,628.86,-0.81,-5.15,44804,2852702913.0,3.73,647.1,623.45,630.02,634.01,0.9,15.25,-306.4,25.67,2025-12-25
11,001280,中国铀业,62.35,-0.92,-0.58,176038,1101111503.01,1.8,63.15,62.02,62.27,62.93,0.69,11.14,80.62,7.86,2025-12-25
12,001233,海安集团,59.9,-0.12,-0.07,21704,130027538.03,0.82,60.19,59.7,59.96,59.97,0.77,6.13,18.08,2.25,2025-12-25
