序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603352,C至信,53.43,2.67,1.39,173735,945425181.0,8.11,56.65,52.43,53.05,52.04,0.66,39.11,55.05,4.22,2026-01-20
2,603402,陕西旅游,153.0,-2.49,-3.9,34388,531827754.0,5.36,158.99,150.58,158.98,156.9,0.51,17.79,24.03,4.11,2026-01-20
3,301687,新广益,61.88,-2.37,-1.5,39891,248279730.64,2.67,63.39,61.7,63.12,63.38,0.71,13.51,67.28,6.12,2026-01-20
4,688809,强一股份,373.0,0.66,2.43,40708,1532345458.0,6.75,390.0,365.0,369.0,370.57,0.88,16.72,145.1,12.38,2026-01-20
5,001396,誉帆科技,42.91,-3.4,-1.51,37785,163341137.99,3.51,44.21,42.65,43.61,44.42,0.71,17.01,44.86,3.32,2026-01-20
6,001369,双欣环保,15.47,2.11,0.32,340163,524732504.88,2.97,15.59,15.14,15.19,15.15,1.75,16.92,32.93,2.61,2026-01-20
7,688805,健信超导,46.55,0.0,0.0,29241,136302641.0,1.91,47.15,46.26,46.4,46.55,0.47,9.28,122.93,6.54,2026-01-20
8,603248,锡华科技,22.9,-1.67,-0.39,71702,164975277.0,2.15,23.33,22.83,23.31,23.29,0.89,10.35,48.9,4.64,2026-01-20
9,301667,纳百川,78.51,-2.93,-2.37,63900,507966830.74,7.52,83.52,77.44,82.83,80.88,1.04,28.41,112.81,7.05,2026-01-20
10,301449,天溯计量,84.86,-1.62,-1.4,35465,306112246.22,4.68,88.54,84.5,86.61,86.26,0.96,25.49,44.64,4.86,2026-01-20
