序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603448,C天博,70.01,-16.14,-13.47,127087,926602012.0,9.66,78.07,70.01,77.0,83.48,0.76,54.04,25.81,2.27,2026-09-08
2,301688,C格林,41.21,2.72,1.09,102330,414754802.64,8.9,42.58,39.01,40.08,40.12,0.76,39.38,27.89,3.39,2026-09-08
3,601123,马矿股份,17.1,0.18,0.03,328848,563660360.0,6.44,17.66,16.56,16.93,17.07,0.64,34.32,25.21,4.28,2026-09-08
4,301697,贝特利,27.0,-2.42,-0.67,127314,344002052.71,4.66,27.65,26.36,27.6,27.67,0.57,28.94,37.33,4.3,2026-09-08
5,688835,高凯技术,270.95,-6.58,-19.08,28825,795047193.0,7.22,287.13,266.18,287.13,290.03,0.92,15.35,127.56,12.13,2026-09-08
6,301655,绿控传动,23.4,-2.05,-0.49,68886,161892168.42,3.1,24.0,23.26,23.79,23.89,0.56,15.32,43.21,6.87,2026-09-08
7,688836,宇树科技-W,523.68,-2.36,-12.67,33469,1775510459.0,3.19,539.91,522.8,535.8,536.35,0.85,11.12,386.51,24.08,2026-09-08
8,688826,频准激光,800.0,3.21,24.9,11174,894941333.0,8.61,826.9,760.13,768.99,775.1,1.18,14.67,181.13,13.93,2026-09-08
9,688828,国仪公司-U,91.0,-2.31,-2.15,23524,213195219.0,3.78,92.9,89.38,92.9,93.15,0.77,9.03,-258.82,25.69,2026-09-08
10,301717,超纯应材,351.81,-2.87,-10.41,29927,1051224448.12,5.22,362.1,343.21,354.99,362.22,0.82,17.17,157.0,14.18,2026-09-08
