序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603352,N至信,68.58,213.44,46.7,349468,2527085508.0,63.99,80.0,66.0,66.01,21.88,,78.67,70.66,5.41,2026-01-15
2,603402,陕西旅游,155.84,10.0,14.17,47747,723637074.0,5.53,155.84,148.01,148.01,141.67,0.52,24.7,24.48,4.18,2026-01-15
3,301687,新广益,63.07,1.32,0.82,52021,327097932.4,2.99,63.49,61.63,61.65,62.25,0.52,17.61,68.58,6.24,2026-01-15
4,688809,强一股份,388.9,5.68,20.9,46031,1728506899.0,11.79,396.0,352.6,366.99,368.0,0.69,18.9,151.29,12.91,2026-01-15
5,001396,誉帆科技,42.16,3.56,1.45,57055,237973266.05,3.73,42.24,40.72,40.73,40.71,1.38,25.69,44.08,3.26,2026-01-15
6,001369,双欣环保,15.1,0.27,0.04,152859,230269636.91,1.06,15.13,14.97,15.0,15.06,0.48,7.6,32.15,2.55,2026-01-15
7,688805,健信超导,48.74,1.61,0.77,61587,301248518.0,5.5,49.86,47.22,47.35,47.97,0.88,19.54,128.71,6.85,2026-01-15
8,603248,锡华科技,22.8,0.44,0.1,62044,141363892.0,2.51,23.09,22.52,22.6,22.7,0.64,8.95,48.68,4.62,2026-01-15
9,301667,纳百川,75.77,1.34,1.0,52399,398381039.18,5.51,77.5,73.38,74.94,74.77,0.67,23.29,108.87,6.8,2026-01-15
10,301449,天溯计量,84.69,-2.35,-2.04,31428,266506168.14,4.55,87.28,83.33,85.8,86.73,0.82,22.59,44.55,4.85,2026-01-15
11,688807,优迅股份,199.05,0.71,1.4,22513,440730372.0,4.98,200.66,190.82,195.47,197.65,0.71,14.97,163.74,9.15,2026-01-15
12,001325,元创股份,50.14,-0.2,-0.1,15376,77102486.5,1.09,50.48,49.93,50.0,50.24,0.7,7.84,24.13,2.24,2026-01-15
13,688802,沐曦股份-U,597.33,-2.65,-16.27,17442,1041288623.0,4.09,613.07,588.0,610.0,613.6,0.7,9.62,-518.79,17.78,2026-01-15
14,688790,昂瑞微-UW,165.16,-3.86,-6.64,19234,316480522.0,3.99,169.0,162.14,169.0,171.8,0.73,15.95,-196.41,5.78,2026-01-15
