序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688808,N联讯,799.0,875.82,717.12,151785,11413259860.0,208.71,859.88,688.99,736.92,81.88,,78.66,472.39,68.57,2026-04-24
2,688820,C盛合,93.82,5.89,5.22,668417,6265992953.0,19.07,103.0,86.1,90.5,88.6,0.69,38.66,189.86,10.15,2026-04-24
3,001312,C福恩,26.43,-1.86,-0.5,153446,412667349.26,3.9,27.47,26.42,26.48,26.93,0.49,26.84,26.77,3.53,2026-04-24
4,301513,尚水智能,81.71,-4.9,-4.21,48727,400255651.88,4.18,84.5,80.91,83.05,85.92,0.46,24.18,50.87,8.34,2026-04-24
5,603293,埃泰克,51.73,-3.79,-2.04,61077,320236316.0,3.33,53.5,51.71,53.01,53.77,0.53,17.4,39.91,4.47,2026-04-24
6,301666,大普微-UW,234.5,5.64,12.51,109510,2605584742.25,14.42,252.0,220.0,220.03,221.99,0.98,41.3,-212.81,221.04,2026-04-24
7,688811,有研复材,22.33,-6.84,-1.64,252033,567907213.0,6.97,23.8,22.13,23.8,23.97,0.57,27.36,162.59,10.29,2026-04-24
8,301696,三瑞智能,93.04,-1.63,-1.54,58282,550411817.88,4.5,96.98,92.72,93.88,94.58,0.58,19.37,88.32,28.88,2026-04-24
9,603459,红板科技,60.1,1.76,1.04,157888,954715746.0,3.57,61.47,59.36,59.8,59.06,0.56,19.97,83.91,16.95,2026-04-24
10,301683,慧谷新材,127.11,-3.36,-4.42,28671,368335509.65,5.25,133.5,126.6,130.5,131.53,0.74,20.1,38.8,5.07,2026-04-24
11,688813,泰金新能,77.0,2.42,1.82,90103,704707327.0,6.21,80.67,76.0,77.06,75.18,0.87,29.96,60.36,11.91,2026-04-24
12,001257,盛龙股份,22.65,-1.35,-0.31,173737,392212402.12,2.44,22.87,22.31,22.76,22.96,0.56,12.69,47.05,6.47,2026-04-24
13,688781,视涯科技-UW,38.56,-0.9,-0.35,67733,268188780.0,7.84,41.25,38.2,39.19,38.91,1.2,16.59,-211.79,9.51,2026-04-24
14,301682,宏明电子,122.18,-1.1,-1.36,32613,397586990.38,3.95,124.74,119.86,122.52,123.54,0.67,12.7,26.63,2.97,2026-04-24
