序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603402,C陕旅,138.5,6.71,8.71,127200,1860062059.0,49.93,192.0,127.2,128.01,129.79,1.22,65.79,21.76,3.72,2026-01-12
2,301687,新广益,64.71,-0.9,-0.59,99100,634716630.37,5.88,66.44,62.6,63.99,65.3,0.62,33.55,70.36,6.4,2026-01-12
3,688809,强一股份,356.0,-3.0,-11.0,56724,2022421077.0,8.82,372.5,340.13,370.0,367.0,0.66,23.29,138.49,11.81,2026-01-12
4,001396,誉帆科技,40.34,0.2,0.08,40290,161956973.41,1.52,40.49,39.88,40.26,40.26,0.65,18.14,42.18,3.12,2026-01-12
5,001369,双欣环保,15.32,0.59,0.09,314856,480518862.46,2.43,15.49,15.12,15.17,15.23,0.59,15.66,32.62,2.58,2026-01-12
6,688805,健信超导,46.99,1.16,0.54,79810,366813090.0,5.77,47.68,45.0,46.6,46.45,1.1,25.32,124.09,6.6,2026-01-12
7,603248,锡华科技,23.09,0.61,0.14,101356,233329307.0,1.53,23.19,22.84,23.1,22.95,0.99,14.62,49.3,4.68,2026-01-12
8,301667,纳百川,78.13,-4.01,-3.26,82794,649080216.36,3.66,79.98,77.0,79.0,81.39,0.96,36.81,112.26,7.02,2026-01-12
9,301449,天溯计量,84.24,0.0,0.0,30167,252602578.29,2.09,84.52,82.76,84.0,84.24,0.72,21.68,44.31,4.83,2026-01-12
10,688807,优迅股份,195.13,-0.75,-1.47,26645,518950327.0,2.46,197.2,192.36,194.0,196.6,0.82,17.72,160.51,8.97,2026-01-12
11,001325,元创股份,50.31,0.36,0.18,21881,109718023.87,0.96,50.39,49.91,50.23,50.13,1.09,11.16,24.21,2.25,2026-01-12
12,688802,沐曦股份-U,621.73,-2.06,-13.08,20889,1299044306.0,2.74,632.89,615.5,631.88,634.81,0.75,11.52,-539.98,18.5,2026-01-12
13,688790,昂瑞微-UW,177.0,9.25,14.99,30917,522867275.0,8.81,177.0,162.72,163.39,162.01,1.33,25.64,-210.49,6.19,2026-01-12
