序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301599,N理奇,62.4,348.6,48.49,422508,2208628614.07,107.12,62.4,47.5,48.0,13.91,,77.24,105.68,17.79,2026-04-30
2,688808,C联讯,1033.33,11.35,105.33,48872,4791010067.0,16.06,1060.0,911.0,911.0,928.0,0.61,25.33,223.06,77.54,2026-04-30
3,688820,盛合晶微,103.0,11.35,10.5,598629,5936871893.0,17.3,107.0,91.0,93.79,92.5,1.05,34.62,250.7,11.28,2026-04-30
4,001312,福恩股份,23.46,-1.22,-0.29,67748,159011671.44,2.15,23.76,23.25,23.76,23.75,0.44,11.85,33.69,3.04,2026-04-30
5,301513,尚水智能,82.01,-1.07,-0.89,46164,371252486.99,4.81,82.8,78.81,81.66,82.9,0.85,22.91,69.66,8.07,2026-04-30
6,603293,埃泰克,49.73,0.06,0.03,40504,200224159.0,1.95,49.87,48.9,49.3,49.7,0.67,11.54,38.36,4.3,2026-04-30
7,301666,大普微-UW,318.0,7.43,22.0,92276,2799610688.21,19.09,338.5,282.0,285.0,296.0,0.96,34.8,93.75,155.65,2026-04-30
8,688811,有研复材,24.08,12.05,2.59,315385,730651842.0,15.54,24.8,21.46,21.48,21.49,1.5,34.23,11353.94,11.07,2026-04-30
9,301696,三瑞智能,94.7,-1.56,-1.5,52370,494879741.15,2.47,95.7,93.32,94.25,96.2,0.83,17.41,72.69,26.37,2026-04-30
10,603459,红板科技,61.73,0.02,0.01,148620,924467650.0,4.62,64.0,61.15,62.63,61.72,0.74,18.8,93.96,16.53,2026-04-30
11,301683,慧谷新材,129.28,-0.59,-0.77,25973,332850000.82,3.24,130.2,125.99,129.0,130.05,0.77,18.21,33.33,3.43,2026-04-30
12,688813,泰金新能,92.4,6.86,5.93,92626,823238878.0,12.48,93.99,83.2,86.43,86.47,0.97,30.8,68.17,8.25,2026-04-30
13,001257,盛龙股份,22.52,-0.75,-0.17,153691,344698752.73,2.34,22.76,22.23,22.44,22.69,0.76,11.22,26.84,5.41,2026-04-30
