序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603402,陕西旅游,141.67,-2.97,-4.33,69402,981850330.0,5.87,146.72,138.15,140.01,146.0,0.68,35.9,22.25,3.8,2026-01-14
2,301687,新广益,62.25,0.71,0.44,59295,368605114.52,2.73,62.99,61.3,61.5,61.81,0.46,20.08,67.69,6.16,2026-01-14
3,688809,强一股份,368.0,1.94,7.0,52150,1971573040.0,10.77,398.88,360.0,361.01,361.0,0.73,21.41,143.16,12.21,2026-01-14
4,001396,誉帆科技,40.71,0.64,0.26,40628,164989168.49,2.18,41.08,40.2,40.44,40.45,0.85,18.29,42.56,3.15,2026-01-14
5,001369,双欣环保,15.06,0.27,0.04,243651,367600852.98,1.4,15.2,14.99,15.05,15.02,0.62,12.12,32.06,2.54,2026-01-14
6,688805,健信超导,47.97,0.04,0.02,66147,314269165.0,3.65,48.08,46.33,47.48,47.95,0.82,20.99,126.68,6.74,2026-01-14
7,603248,锡华科技,22.7,0.27,0.06,79856,181533543.0,2.12,22.92,22.44,22.53,22.64,0.8,11.52,48.47,4.6,2026-01-14
8,301667,纳百川,74.77,1.04,0.77,49588,369408784.78,5.39,76.99,73.0,74.0,74.0,0.62,22.04,107.43,6.71,2026-01-14
9,301449,天溯计量,86.73,7.31,5.91,59957,511088270.3,11.79,90.13,80.6,80.6,80.82,1.59,43.09,45.62,4.97,2026-01-14
10,688807,优迅股份,197.65,6.34,11.78,40865,799032802.0,7.79,200.66,186.18,186.37,185.87,1.34,27.18,162.58,9.09,2026-01-14
11,001325,元创股份,50.24,-0.65,-0.33,25050,126390413.37,1.7,50.9,50.04,50.57,50.57,1.13,12.78,24.17,2.25,2026-01-14
12,688802,沐曦股份-U,613.6,-1.19,-7.4,18223,1119663331.0,1.6,619.93,610.0,619.93,621.0,0.72,10.05,-532.92,18.26,2026-01-14
13,688790,昂瑞微-UW,171.8,6.71,10.8,33876,577128519.0,12.41,179.0,159.02,159.62,161.0,1.29,28.1,-204.31,6.01,2026-01-14
