序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301699,N洛轴,31.99,101.45,16.11,560830,1840767558.23,41.94,36.66,30.0,30.0,15.88,,80.2,40.54,5.0,2026-09-09
2,603448,C天博,68.22,-2.56,-1.79,75779,527235264.0,6.63,72.25,67.61,68.05,70.01,0.51,32.22,25.15,2.22,2026-09-09
3,301688,格林生物,38.89,-5.63,-2.32,75388,297776873.79,3.57,40.35,38.88,39.82,41.21,0.59,29.01,26.32,3.2,2026-09-09
4,601123,马矿股份,17.25,0.88,0.15,319174,540202713.0,6.37,17.53,16.44,16.93,17.1,0.76,33.31,25.43,4.32,2026-09-09
5,301697,贝特利,26.22,-2.89,-0.78,112171,295810240.35,4.93,27.08,25.75,26.8,27.0,0.62,25.5,36.25,4.18,2026-09-09
6,688835,高凯技术,258.58,-4.57,-12.37,20571,538217360.0,6.89,274.55,255.88,269.0,270.95,0.7,10.95,121.74,11.58,2026-09-09
7,301655,绿控传动,22.51,-3.8,-0.89,82985,188675777.52,4.27,23.33,22.33,23.24,23.4,0.85,18.45,41.57,6.61,2026-09-09
8,688836,宇树科技-W,513.93,-1.86,-9.75,32174,1655846761.0,3.08,524.99,508.88,521.08,523.68,0.9,10.69,379.32,23.63,2026-09-09
9,688826,频准激光,776.02,-3.0,-23.98,6916,544376258.0,6.32,811.68,761.1,792.01,800.0,0.72,9.08,175.7,13.51,2026-09-09
10,688828,国仪公司-U,88.02,-3.27,-2.98,19168,170449815.0,5.31,92.0,87.17,91.2,91.0,0.73,7.36,-250.35,24.84,2026-09-09
11,301717,超纯应材,321.09,-8.73,-30.72,41582,1381127458.81,10.43,356.0,319.3,353.67,351.81,1.21,23.86,143.29,12.94,2026-09-09
