序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301513,N尚水,103.1,286.72,76.44,154340,1614914697.08,64.82,116.78,99.5,99.99,26.66,,76.6,64.19,10.52,2026-04-17
2,603293,C埃泰克,64.71,-8.88,-6.31,163548,1069931863.0,6.93,68.42,63.5,66.07,71.02,0.65,46.6,46.65,5.83,2026-04-17
3,301666,C大普微-UW,231.5,-5.34,-13.05,177908,4434999898.6,14.8,266.0,229.8,262.0,244.55,0.81,67.09,-210.09,218.21,2026-04-17
4,688811,有研复材,19.85,5.08,0.96,435864,853108628.0,18.32,21.45,17.99,18.59,18.89,0.85,47.31,144.53,9.14,2026-04-17
5,301696,三瑞智能,105.28,-8.44,-9.71,139433,1480545444.82,8.08,112.99,103.7,112.99,114.99,0.78,46.35,99.94,32.68,2026-04-17
6,603459,红板科技,67.29,-2.04,-1.4,356016,2442451807.0,6.0,70.73,66.61,66.7,68.69,0.82,45.04,93.95,18.98,2026-04-17
7,301683,慧谷新材,124.3,-0.96,-1.2,33741,416833151.65,3.81,126.0,121.22,125.08,125.5,0.78,23.65,37.94,4.95,2026-04-17
8,688813,泰金新能,76.36,15.71,10.37,138211,981741812.0,21.94,78.99,64.51,66.0,65.99,1.4,45.95,59.86,11.81,2026-04-17
9,001257,盛龙股份,23.12,-1.32,-0.31,255488,593917524.45,4.4,23.96,22.93,23.25,23.43,0.7,18.66,48.02,6.61,2026-04-17
10,688781,视涯科技-UW,37.91,0.03,0.01,42937,162736124.0,2.32,38.38,37.5,37.7,37.9,0.65,10.51,-178.54,17.23,2026-04-17
11,301682,宏明电子,127.25,2.0,2.5,61148,766996928.54,4.38,128.47,123.0,123.8,124.75,0.98,23.81,48.53,4.1,2026-04-17
