序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688808,C联讯,880.0,10.14,81.0,72594,6148825521.0,11.26,900.0,810.02,820.0,799.0,0.48,37.62,520.28,75.52,2026-04-27
2,688820,C盛合,101.1,7.76,7.28,552289,5489651778.0,6.21,102.33,96.5,96.5,93.82,0.62,31.94,204.59,10.94,2026-04-27
3,001312,C福恩,24.91,-5.75,-1.52,151693,384279144.09,5.33,26.3,24.89,26.0,26.43,0.56,26.54,25.23,3.33,2026-04-27
4,301513,尚水智能,83.88,2.66,2.17,42793,350856653.65,5.32,84.35,80.0,80.75,81.71,0.51,21.24,52.22,8.56,2026-04-27
5,603293,埃泰克,51.96,0.44,0.23,37950,196459744.0,2.3,52.31,51.12,51.37,51.73,0.4,10.81,40.08,4.49,2026-04-27
6,301666,大普微-UW,239.71,2.22,5.21,86773,2091554614.99,5.96,248.88,234.91,245.06,234.5,0.88,32.72,-217.54,225.95,2026-04-27
7,688811,有研复材,22.6,1.21,0.27,197469,445804777.0,5.64,23.09,21.83,22.03,22.33,0.49,21.43,164.55,10.41,2026-04-27
8,301696,三瑞智能,94.92,2.02,1.88,69256,646105049.23,6.14,95.58,89.87,92.04,93.04,0.83,23.02,90.11,29.47,2026-04-27
9,603459,红板科技,63.54,5.72,3.44,227779,1434514393.0,4.51,64.27,61.56,61.57,60.1,0.95,28.81,88.72,17.92,2026-04-27
10,301683,慧谷新材,133.99,5.41,6.88,38060,503429337.48,7.97,136.44,126.31,126.31,127.11,1.01,26.68,40.9,5.34,2026-04-27
11,688813,泰金新能,78.08,1.4,1.08,98104,770691867.0,7.81,81.0,74.99,78.01,77.0,1.05,32.62,61.21,12.08,2026-04-27
12,001257,盛龙股份,22.27,-1.68,-0.38,145987,323662887.13,3.27,22.6,21.86,22.6,22.65,0.5,10.66,46.26,6.36,2026-04-27
