序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,601091,C沈鼓,57.77,177.74,36.97,1881071,4816769833.0,326.49,82.59,14.68,15.0,20.8,1.12,89.08,321.37,26.06,2026-09-18
2,688837,C信诺维,55.6,34.46,14.25,380050,1907383882.0,93.01,78.98,40.52,40.6,41.35,1.17,78.21,-72.16,10.92,2026-09-18
3,688801,燧原科技-U,517.13,3.43,17.13,44737,2340144853.0,14.29,564.46,493.0,500.0,500.0,0.68,24.99,-175.96,26.32,2026-09-18
4,301689,电科思仪,63.0,20.0,10.5,283990,1588249887.84,21.52,63.0,51.7,53.99,52.5,1.11,49.34,175.28,13.62,2026-09-18
5,301699,洛轴股份,32.11,12.75,3.63,391624,1191471767.06,19.8,33.58,27.94,28.5,28.48,1.37,56.0,40.69,5.02,2026-09-18
6,603448,天博智能,64.06,6.59,3.96,74106,467112904.0,9.73,65.75,59.9,60.0,60.1,1.89,31.51,23.62,2.08,2026-09-18
7,301688,格林生物,39.11,7.74,2.81,109252,419372498.32,12.23,40.46,36.02,36.03,36.3,2.6,42.04,26.46,3.22,2026-09-18
8,601123,马矿股份,17.78,10.02,1.62,215498,371712061.0,9.96,17.78,16.17,16.19,16.16,0.85,22.49,26.21,4.45,2026-09-18
9,301697,贝特利,27.93,8.89,2.28,163428,444022496.61,11.03,28.49,25.66,25.66,25.65,2.04,37.15,38.62,4.45,2026-09-18
10,688835,高凯技术,345.01,3.23,10.8,33708,1160552210.0,8.08,358.0,331.0,338.0,334.21,0.92,17.95,162.42,15.45,2026-09-18
11,301655,绿控传动,23.48,7.12,1.56,126742,290796513.96,9.22,23.77,21.75,21.75,21.92,2.52,28.18,43.36,6.9,2026-09-18
12,688836,宇树科技-W,514.98,2.33,11.72,50987,2564421181.0,7.02,522.22,486.9,496.01,503.26,1.51,16.95,380.09,23.68,2026-09-18
