序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,001393,N维通利,120.67,297.2,90.29,362463,4712710708.78,98.75,150.0,120.0,120.0,30.38,,75.45,153.04,8.33,2026-05-15
2,603407,C长裕,76.8,5.29,3.86,187396,1319677496.0,18.37,78.0,64.6,68.8,72.94,0.85,52.18,140.43,15.19,2026-05-15
3,301531,C春光集,92.5,-13.47,-14.4,223260,2109116196.25,10.24,99.86,88.91,99.86,106.9,0.71,47.62,171.18,14.04,2026-05-15
4,301599,理奇智能,58.8,3.36,1.91,150599,883148545.51,8.45,60.87,56.06,57.08,56.89,0.63,27.53,99.58,12.05,2026-05-15
5,688808,联讯仪器,1170.0,6.84,74.93,38816,4438518520.0,17.71,1244.0,1050.11,1125.0,1095.07,1.19,20.12,252.56,40.95,2026-05-15
6,688820,盛合晶微,183.84,18.76,29.04,565213,9497922017.0,22.61,185.0,150.0,158.04,154.8,1.17,32.69,447.47,17.8,2026-05-15
7,001312,福恩股份,23.77,0.17,0.04,51463,122070549.75,2.49,24.04,23.45,23.79,23.73,0.51,9.0,34.14,2.38,2026-05-15
8,301513,尚水智能,81.95,2.07,1.66,46298,389563787.98,8.48,87.5,80.69,81.01,80.29,1.19,22.98,69.61,6.06,2026-05-15
9,603293,埃泰克,51.51,1.36,0.69,40267,206890632.0,4.29,52.31,50.13,50.5,50.82,0.68,11.47,39.74,3.17,2026-05-15
10,301666,大普微-UW,680.0,7.77,49.0,65368,4276571353.24,11.72,680.0,606.02,628.0,631.0,0.82,24.65,200.48,110.65,2026-05-15
