序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,601091,N沈鼓,20.8,373.8,16.41,1681251,2181187373.0,206.61,20.8,11.73,13.0,4.39,,79.62,115.71,9.38,2026-09-17
2,688837,C信诺维,41.35,2.91,1.17,289174,1222127949.0,13.36,44.88,39.51,39.78,40.18,0.8,59.51,-53.66,8.12,2026-09-17
3,688801,C燧原-U,500.0,4.82,23.0,35486,1753609323.0,10.04,512.87,465.0,466.86,477.0,0.49,19.82,-170.13,25.45,2026-09-17
4,301689,电科思仪,52.5,-1.78,-0.95,223300,1174944437.39,6.12,54.33,51.06,53.1,53.45,0.73,38.79,146.06,11.35,2026-09-17
5,301699,洛轴股份,28.48,4.02,1.1,285392,781174583.5,10.04,28.75,26.0,26.66,27.38,0.93,40.81,36.09,4.45,2026-09-17
6,603448,天博智能,60.1,1.18,0.7,41299,246122070.0,3.84,60.59,58.31,59.43,59.4,0.94,17.56,22.16,1.95,2026-09-17
7,301688,格林生物,36.3,1.65,0.59,41914,150653864.01,4.12,36.58,35.11,35.48,35.71,0.91,16.13,24.56,2.98,2026-09-17
8,601123,马矿股份,16.16,-2.0,-0.33,152521,245425713.0,4.18,16.49,15.8,16.49,16.49,0.57,15.92,23.82,4.05,2026-09-17
9,301697,贝特利,25.65,-2.32,-0.61,84861,220016316.26,5.56,26.82,25.36,26.01,26.26,1.08,19.29,35.47,4.08,2026-09-17
10,688835,高凯技术,334.21,0.36,1.21,27577,921742200.0,5.4,343.0,325.01,330.0,333.0,0.8,14.68,157.34,14.97,2026-09-17
11,301655,绿控传动,21.92,0.23,0.05,59621,129833457.34,4.48,22.21,21.23,21.68,21.87,1.21,13.26,40.48,6.44,2026-09-17
12,688836,宇树科技-W,503.26,6.11,28.98,58659,2901592151.0,8.44,509.02,469.0,469.0,474.28,2.13,19.5,371.44,23.14,2026-09-17
13,688826,频准激光,782.0,-3.16,-25.5,7369,579806295.0,3.84,806.0,775.0,795.02,807.5,1.0,9.67,177.05,13.61,2026-09-17
