序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603352,至信股份,46.63,-4.84,-2.37,135072,635666903.0,3.47,48.2,46.5,48.15,49.0,0.6,30.41,48.04,3.68,2026-01-22
2,603402,陕西旅游,162.0,6.11,9.33,37553,598787024.0,9.67,164.99,150.22,150.28,152.67,0.87,19.42,25.45,4.35,2026-01-22
3,301687,新广益,62.57,-1.37,-0.87,37795,236794659.75,1.86,63.59,62.41,63.58,63.44,0.81,12.8,68.03,6.19,2026-01-22
4,688809,强一股份,345.01,-4.9,-17.77,43882,1521082885.0,9.08,371.83,338.88,368.83,362.78,1.04,18.02,134.22,11.45,2026-01-22
5,001396,誉帆科技,42.25,-1.72,-0.74,23294,98493334.45,2.02,42.88,42.01,42.86,42.99,0.48,10.49,44.17,3.27,2026-01-22
6,001369,双欣环保,15.26,-0.39,-0.06,137260,209246938.66,1.04,15.36,15.2,15.33,15.32,0.73,6.83,32.49,2.57,2026-01-22
7,688805,健信超导,50.54,-0.22,-0.11,49112,246499639.0,2.94,50.99,49.5,50.5,50.65,0.85,15.58,133.46,7.1,2026-01-22
8,603248,锡华科技,23.45,-1.01,-0.24,61037,143309665.0,1.31,23.68,23.37,23.52,23.69,0.73,8.81,50.07,4.75,2026-01-22
9,301667,纳百川,83.44,-3.27,-2.82,67646,568074282.08,6.4,88.27,82.75,85.64,86.26,0.95,30.07,119.89,7.49,2026-01-22
10,301449,天溯计量,85.34,-3.13,-2.76,32852,282881603.85,2.94,87.67,85.08,87.3,88.1,0.93,23.61,44.89,4.89,2026-01-22
