序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603402,陕西旅游,146.0,5.42,7.5,109830,1499153597.0,15.52,149.5,128.0,130.0,138.5,1.01,56.81,22.93,3.92,2026-01-13
2,301687,新广益,61.81,-4.48,-2.9,81650,512063744.55,3.4,64.0,61.8,63.8,64.71,0.56,27.64,67.21,6.11,2026-01-13
3,688809,强一股份,361.0,1.4,5.0,53404,1965365364.0,9.33,383.2,350.0,350.12,356.0,0.7,21.93,140.44,11.98,2026-01-13
4,001396,誉帆科技,40.45,0.27,0.11,45446,183806644.3,3.0,41.09,39.88,40.24,40.34,0.84,20.46,42.29,3.13,2026-01-13
5,001369,双欣环保,15.02,-1.96,-0.3,302076,457011159.22,1.76,15.28,15.01,15.26,15.32,0.65,15.03,31.98,2.53,2026-01-13
6,688805,健信超导,47.95,2.04,0.96,81868,387783748.0,5.81,48.6,45.87,46.79,46.99,1.09,25.97,126.62,6.74,2026-01-13
7,603248,锡华科技,22.64,-1.95,-0.45,95409,218701110.0,3.16,23.28,22.55,23.0,23.09,0.94,13.77,48.34,4.59,2026-01-13
8,301667,纳百川,74.0,-5.29,-4.13,64734,485768763.26,5.49,78.22,73.93,78.22,78.13,0.78,28.78,106.33,6.64,2026-01-13
9,301449,天溯计量,80.82,-4.06,-3.42,30647,251459404.11,3.77,84.0,80.82,84.0,84.24,0.79,22.03,42.51,4.63,2026-01-13
10,688807,优迅股份,185.87,-4.75,-9.26,30998,586374621.0,5.09,195.55,185.61,195.55,195.13,1.03,20.62,152.89,8.55,2026-01-13
11,001325,元创股份,50.57,0.52,0.26,27097,136802425.31,1.69,50.85,50.0,50.32,50.31,1.31,13.83,24.33,2.26,2026-01-13
12,688802,沐曦股份-U,621.0,-0.12,-0.73,22161,1389855475.0,5.17,644.88,612.76,623.8,621.73,0.86,12.22,-539.35,18.48,2026-01-13
13,688790,昂瑞微-UW,161.0,-9.04,-16.0,27329,452250543.0,9.1,177.0,160.89,177.0,177.0,1.07,22.67,-191.46,5.63,2026-01-13
