序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,601091,C沈鼓,37.72,-34.71,-20.05,1565593,6770866376.0,48.07,57.76,29.99,30.0,57.77,0.88,74.14,209.83,17.01,2026-09-21
2,688837,C信诺维,60.8,9.35,5.2,329343,1986638580.0,37.77,72.0,51.0,51.0,55.6,0.96,67.77,-78.9,11.94,2026-09-21
3,688801,燧原科技-U,524.0,1.33,6.87,36183,1864263344.0,5.19,530.0,503.18,510.0,517.13,0.77,20.21,-178.3,26.67,2026-09-21
4,301689,电科思仪,62.7,-0.48,-0.3,304866,1920132762.87,10.02,66.2,59.89,62.2,63.0,1.25,52.96,174.44,13.55,2026-09-21
5,301699,洛轴股份,31.41,-2.18,-0.7,298777,954342516.85,7.69,33.38,30.91,31.51,32.11,1.02,42.72,39.81,4.91,2026-09-21
6,603448,天博智能,62.72,-2.09,-1.34,54906,345776982.0,2.26,63.95,62.5,62.5,64.06,1.26,23.35,23.12,2.04,2026-09-21
7,301688,格林生物,40.0,2.28,0.89,93975,374093788.3,4.91,40.66,38.74,38.74,39.11,1.73,36.17,27.07,3.29,2026-09-21
8,601123,马矿股份,19.56,10.01,1.78,151980,295928279.0,1.41,19.56,19.31,19.31,17.78,0.6,15.86,28.83,4.9,2026-09-21
9,301697,贝特利,27.91,-0.07,-0.02,118444,330736117.59,2.97,28.39,27.56,27.56,27.93,1.22,26.92,38.59,4.44,2026-09-21
10,688835,高凯技术,368.8,6.9,23.79,28388,993454094.0,11.71,370.44,330.03,335.0,345.01,0.8,15.11,173.62,16.52,2026-09-21
