序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688835,C高凯,269.01,-10.33,-30.99,47124,1338444152.0,9.79,297.37,268.0,291.0,300.0,0.48,25.09,126.65,12.05,2026-08-28
2,301655,绿控传动,28.08,-4.2,-1.23,202879,596942277.79,10.06,30.95,28.0,29.02,29.31,0.84,45.12,51.85,8.25,2026-08-28
3,688836,宇树科技-W,585.0,-4.88,-30.03,56748,3362608198.0,3.27,605.0,584.88,605.0,615.03,0.86,18.86,431.77,26.9,2026-08-28
4,688826,频准激光,900.89,-11.35,-115.32,19129,1810602209.0,11.52,1017.1,900.0,1000.1,1016.21,1.16,25.11,203.97,15.68,2026-08-28
5,688828,国仪公司-U,105.03,-8.97,-10.35,77402,831503464.0,8.46,113.25,103.49,113.03,115.38,0.85,29.73,-298.73,29.65,2026-08-28
6,301717,超纯应材,378.59,-8.66,-35.89,45734,1810474271.88,9.21,416.0,377.84,408.05,414.48,0.98,26.24,168.95,15.26,2026-08-28
7,301707,展芯股份,78.59,-3.31,-2.69,48673,388024552.88,4.02,81.77,78.5,80.39,81.28,0.93,17.99,112.69,13.19,2026-08-28
8,603468,津富士达,23.82,-0.79,-0.19,30688,73358445.0,0.96,24.04,23.81,23.94,24.01,0.93,7.67,26.04,2.74,2026-08-28
9,001232,嘉立创,175.01,8.01,12.98,139312,2405495498.91,7.28,177.77,165.97,165.97,162.03,2.63,31.51,47.18,7.67,2026-08-28
10,301677,欣兴工具,56.23,2.4,1.32,51438,286484270.26,6.39,57.38,53.87,54.95,54.91,2.13,23.99,28.1,2.55,2026-08-28
