序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603448,N天博,83.48,33.25,20.83,167413,1554328112.0,42.67,110.11,83.38,94.69,62.65,,71.19,30.78,2.71,2026-09-07
2,301688,C格林,40.12,-2.6,-1.07,73759,297667093.26,4.1,41.5,39.81,40.9,41.19,0.48,28.39,27.15,3.3,2026-09-07
3,601123,C马矿,17.07,-2.68,-0.47,277230,473606158.0,3.31,17.47,16.89,17.21,17.54,0.49,28.93,25.16,4.27,2026-09-07
4,301697,C贝特利,27.67,0.8,0.22,150394,420857757.9,8.82,29.33,26.91,27.45,27.45,0.62,34.19,38.26,4.41,2026-09-07
5,688835,高凯技术,290.03,7.02,19.03,29798,863213896.0,9.38,296.98,271.57,277.48,271.0,0.88,15.86,136.54,12.99,2026-09-07
6,301655,绿控传动,23.89,0.46,0.11,67077,160369922.09,2.94,24.26,23.56,23.6,23.78,0.44,14.92,44.12,7.02,2026-09-07
7,688836,宇树科技-W,536.35,1.14,6.05,35381,1888163976.0,4.26,542.66,520.08,530.3,530.3,0.85,11.76,395.87,24.66,2026-09-07
8,688826,频准激光,775.1,0.41,3.2,6864,538018796.0,2.85,794.0,772.0,772.0,771.9,0.61,9.01,175.49,13.49,2026-09-07
9,688828,国仪公司-U,93.15,2.36,2.15,24702,229474758.0,3.92,94.57,91.0,91.9,91.0,0.73,9.49,-264.94,26.29,2026-09-07
10,301717,超纯应材,362.22,2.19,7.76,35559,1282614716.35,4.85,368.98,351.8,362.01,354.46,0.97,20.41,161.64,14.6,2026-09-07
