序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301655,N绿控,32.49,282.24,23.99,355160,1325174224.27,139.29,43.79,31.95,40.0,8.5,,78.98,63.08,9.96,2026-08-20
2,688836,C宇树-W,687.0,-18.7,-158.0,126295,9071869080.0,12.42,790.0,685.01,790.0,845.0,0.49,41.98,507.06,31.59,2026-08-20
3,688826,C频准,946.92,0.52,4.89,20892,1956527439.0,13.06,993.0,870.0,935.0,942.03,0.42,27.43,338.9,16.94,2026-08-20
4,688828,国仪公司-U,81.16,2.19,1.74,50356,396812205.0,10.54,83.48,75.11,81.0,79.42,0.56,19.34,-230.84,22.91,2026-08-20
5,301717,超纯应材,389.29,1.64,6.29,52812,1984941428.06,9.22,390.9,355.6,383.0,383.0,0.82,30.31,158.81,16.02,2026-08-20
6,301707,展芯股份,79.72,-7.41,-6.38,72360,577259063.31,7.28,83.97,77.7,83.58,86.1,0.89,26.75,165.07,13.93,2026-08-20
7,603468,津富士达,24.19,-0.7,-0.17,34065,82767011.0,1.72,24.54,24.12,24.3,24.36,0.45,8.52,26.45,2.78,2026-08-20
8,001232,嘉立创,149.91,-1.15,-1.75,47657,717531934.28,5.08,154.5,146.8,153.0,151.66,0.54,10.78,55.3,6.93,2026-08-20
9,301677,欣兴工具,55.45,-1.68,-0.95,28244,156937804.27,2.57,56.5,55.05,56.3,56.4,0.6,13.17,29.3,2.57,2026-08-20
10,688825,长鑫科技,57.57,0.03,0.02,2964183,16965735081.0,4.14,58.43,56.05,57.58,57.55,0.65,6.58,38.87,27.63,2026-08-20
11,688806,泰诺麦博-U,27.95,8.97,2.3,123154,347891859.0,11.77,29.77,26.75,26.75,25.65,1.71,24.14,-33.39,14.25,2026-08-20
