序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,000720,新能泰山,-9.981851577758789,4.96,1605124320,6232396592.16,6232396577.28,-1178.0819091796875,24.231464385986328,20338142,143027,216555921,1,12,电网设备,2026-03-30
2,000862,银星能源,-9.96216869354248,7.14,672405264,4483685008.32,6554196586.559999,147.4017333984375,14.728468894958496,21360452,142000,193923069,1,11,电力,2026-03-30
3,000966,长源电力,-9.981851577758789,4.96,1023661728,16177153187.2,17265933719.04,37.94717788696289,6.2032599449157715,28277431,134621,182462083,1,7,电力,2026-03-30
4,600982,宁波能源,-9.93197250366211,6.62,1125513168,7398693950.7,7398693970.56,22.95882797241211,14.920551300048828,61267265,134720,313298628,1,17,电力,2026-03-30
5,000639,西王食品,-10.0,2.88,152522691,3108749103.3599997,3108752916.48,1049.3497314453125,4.902457237243652,71730737,093451,711960536,1,4,食品加工,2026-03-30
6,001896,豫能控股,-9.97581672668457,14.89,2700715952,22718884003.7,22718883973.920002,59.21879959106445,11.61943531036377,185214416,130336,3071065967,1,10,电力,2026-03-30
7,600758,辽宁能源,-9.94575023651123,4.98,518245568,6577302102.120001,6583646612.160001,-48.992244720458984,7.772751331329346,274222240,093918,4708158357,2,0,煤炭开采,2026-03-30
8,000767,晋控电力,-10.019646644592285,4.58,1240026544,13338088676.880001,14092395385.92,33.514034271240234,8.925904273986816,381025923,093903,337303260,1,1,电力,2026-03-30
9,600396,华电辽能,-10.011122703552246,8.09,997521392,11914198149.53,11914198141.44,2688.04150390625,8.213250160217285,541415006,093835,9741192420,1,1,电力,2026-03-30
10,600726,华电能源,-10.029940605163574,6.01,969472112,44926770610.08,47523090513.92,133.40267944335938,2.0963997840881348,556148235,093950,249073031,1,0,电力,2026-03-30
