序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,002609,捷顺科技,-9.991532325744629,10.63,516459840,4883424030.33,6839754954.240001,71.65186309814453,10.166092872619629,2158953,143309,15653153,1,4,互联网服,2026-01-16
2,000078,海王生物,-10.096153259277344,3.74,1394067536,9822889856.12,9840401007.36,287.13763427734375,13.705129623413086,10542603,142312,141333339,1,0,医药商业,2026-01-16
3,002718,友邦吊顶,-10.0,55.53,187113888,3026712071.7000003,7188237944.37,476.2649230957031,6.182084083557129,14433079,092500,548664165,2,0,装修建材,2026-01-16
4,000593,德龙汇能,-10.010940551757812,16.45,1119599232,5897048130.05,5899480081.599999,178.5732421875,18.30414390563965,14763875,145654,36906068,1,1,燃气,2026-01-16
5,002219,新里程,-10.0,2.34,884904000,7656582304.799999,7926473318.4,-154.53941345214844,11.347098350524902,16886869,143536,1782871809,1,2,医疗服务,2026-01-16
6,002969,嘉美包装,-10.011507987976074,15.64,1663451008,15624373168.880001,15720273738.880001,301.07611083984375,10.345194816589355,26780716,145212,3144268311,2,19,包装材料,2026-01-16
7,002639,雪人集团,-9.987618446350098,21.81,4464897024,14190007063.859999,16850453458.56,322.6800842285156,30.520793914794922,27498898,144342,2775542844,2,3,通用设备,2026-01-16
8,601858,中国科传,-9.98746395111084,21.54,693916880,17027370000.0,17027370000.0,41.14634323120117,3.970449209213257,29369790,142546,68616763,1,11,文化传媒,2026-01-16
9,605136,丽人丽妆,-10.0,12.51,413044768,5009735835.0,5009735784.96,-102.96199798583984,8.112009048461914,40779134,101303,104238324,1,8,商业百货,2026-01-16
10,600662,外服控股,-10.029069900512695,6.19,772325824,14091356183.28,14134601157.44,20.3397159576416,5.328103542327881,45681376,103949,5601449368,1,10,专业服务,2026-01-16
11,002766,索菱股份,-9.986504554748535,6.67,822196512,5704494048.28,5759899310.4,27763.546875,13.841625213623047,54826066,104809,114371157,1,1,汽车零部,2026-01-16
12,601992,金隅集团,-9.952607154846191,1.9,599633872,15834900701.599998,20287765401.6,-10.677375793457031,3.720681667327881,68624553,102806,204373689,2,3,水泥建材,2026-01-16
13,603918,金桥信息,-9.974937438964844,17.96,1083274688,6557331166.96,6562616759.04,-82.53632354736328,16.216463088989258,79152252,101155,3751933799,2,3,互联网服,2026-01-16
14,600556,天下秀,-10.0,7.56,1663492240,13666572173.519999,13666572218.88,287.4648132324219,11.93142032623291,94388868,104707,8716382890,2,3,文化传媒,2026-01-16
15,001260,坤泰股份,-9.980953216552734,23.63,37070744,750252500.0,2717450000.0,54.57068634033203,4.941102504730225,134474383,092500,332273245,1,0,汽车零部,2026-01-16
