序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,000036,华联控股,-10.01430606842041,6.29,1038546320,8813239683.07,8830019748.8,185.5882568359375,11.167963027954102,1986759,144927,126033988,1,21,房地产开,2026-01-26
2,603037,凯众股份,-10.015022277832031,17.97,386139104,4782571883.759999,4796519478.96,61.71786880493164,7.820096492767334,2566116,144457,112585385,1,23,汽车零部,2026-01-26
3,001316,润贝航科,-10.0,47.7,432985936,5308610989.5,5491005534.0,34.9256706237793,7.9103474617004395,3102408,144518,133611743,1,30,贸易行业,2026-01-26
4,001202,炬申股份,-10.0,18.27,389938256,2134373657.85,3045446579.7,38.553646087646484,17.927759170532227,4601116,145542,257220214,1,5,物流行业,2026-01-26
5,000700,模塑科技,-9.973404884338379,13.54,1365498608,12429928367.06,12429928407.679998,24.85287094116211,10.560327529907227,9809730,143536,197986810,1,16,汽车零部,2026-01-26
6,603696,安记食品,-9.981768608093262,19.75,458326416,4645200000.0,4645200000.0,150.05813598632812,9.596426963806152,13522015,133116,47782991,1,0,食品饮料,2026-01-26
7,605255,天普股份,-9.998249053955078,154.2,640598720,20675136000.0,20675136000.0,868.6648559570312,3.0232994556427,15068424,134426,94617119,1,4,汽车零部,2026-01-26
8,600783,鲁信创投,-9.981378555297852,24.17,1559086560,17991164135.98,17991164184.32,42.04061508178711,8.330601692199707,15790261,144331,197285208,1,6,非金属材,2026-01-26
9,001400,江顺科技,-10.00246810913086,109.41,478658992,1641150000.0,6564600000.0,75.22376251220703,27.0723934173584,17232075,131045,59497158,1,0,通用设备,2026-01-26
10,603698,航天工程,-10.007964134216309,33.9,1110934992,18170061000.0,18170061000.0,101.32960510253906,5.958898067474365,17383716,135544,98387224,1,1,专业服务,2026-01-26
11,603119,浙江荣泰,-10.00082015991211,109.79,2366095168,22383928438.57,39935249989.76,147.35552978515625,10.213262557983398,18510484,144608,174945418,1,14,非金属材,2026-01-26
12,000547,航天发展,-9.993202209472656,26.48,6648065280,42079925721.76,42327439842.56,-64.94247436523438,15.390752792358398,19591228,145645,857438253,1,6,通信设备,2026-01-26
13,000859,国风新材,-9.967584609985352,11.11,1312041296,9953729760.81,9954296381.92,-113.79930114746094,12.692063331604004,24514215,143806,126794130,1,1,塑料制品,2026-01-26
14,605299,舒华体育,-9.961089134216309,11.57,215840388,4734750871.11,4734750928.96,99.87567138671875,4.456089496612549,24636001,095142,379490215,1,0,家用轻工,2026-01-26
15,600343,航天动力,-10.00554370880127,32.47,2039661968,20722560119.559998,20722560249.44,-142.2568359375,9.528701782226562,29404247,131253,266672731,1,1,专用设备,2026-01-26
16,600151,航天机电,-9.988317489624023,15.41,3130416768,22101827742.670002,22101827758.08,-67.17271423339844,13.650406837463379,30044306,144316,328409856,1,6,光伏设备,2026-01-26
17,605488,福莱新材,-10.0,42.66,774054096,11782384720.019999,11954168135.999998,138.7868194580078,6.348810195922852,31252417,131419,143647775,1,10,塑料制品,2026-01-26
18,601698,中国卫通,-10.004708290100098,38.23,6860612352,161498254300.75998,161498254147.84,423.89422607421875,4.1445536613464355,34391708,145106,638550830,1,2,通信服务,2026-01-26
19,603815,交建股份,-9.963099479675293,7.32,295527184,4530525400.2,4530525436.8,24.795198440551758,6.458973407745361,34824168,095152,2103833148,1,1,工程建设,2026-01-26
20,002361,神剑股份,-10.032102584838867,11.21,1940425056,9070268650.640001,10661102080.960001,263.7144775390625,20.7905330657959,35557951,144557,259694715,1,10,塑料制品,2026-01-26
21,603095,越剑智能,-10.0,19.44,226452607,5020753248.0,5020753248.0,46.62281799316406,4.384200572967529,49225345,094523,48623328,1,0,专用设备,2026-01-26
22,002582,好想你,-10.012360572814941,14.56,1018806672,5012166475.68,6518626849.280001,-1038.2640380859375,19.853355407714844,59230080,105127,181676768,1,8,食品饮料,2026-01-26
23,002465,海格通信,-10.015329360961914,17.61,7231457536,43635591989.49,43705095894.72,-187.1197509765625,16.104326248168945,62909928,144639,675882575,1,3,通信设备,2026-01-26
24,600581,八一钢铁,-10.0,3.24,218025371,4966589098.8,4966589105.280001,-6.511927127838135,4.3768110275268555,106642273,093955,1723767317,1,2,钢铁行业,2026-01-26
25,600391,航发科技,-9.990680694580078,48.29,1896192192,15941947132.43,15941946794.4,407.802001953125,11.53487491607666,118857577,134851,56077197,1,0,航天航空,2026-01-26
26,605336,帅丰电器,-9.97150993347168,15.8,24796520,2897916710.0,2897916710.0,737.8795776367188,0.8556671142578125,125659991,092503,220749700,1,0,家电行业,2026-01-26
27,600686,金龙汽车,-10.009443283081055,19.06,385603072,13666923768.019999,13666923901.439999,41.44975662231445,2.7576024532318115,133731268,094226,110111526,1,2,汽车整车,2026-01-26
28,600118,中国卫星,-10.0,98.01,13029810432,115895760121.35,115895760219.36,5868.57421875,10.981715202331543,207135216,144023,1733622833,1,9,航天航空,2026-01-26
29,601137,博威合金,-10.0,21.33,769568384,19571858560.53,19586362939.199997,16.68023109436035,3.9060351848602295,211242572,094111,8097496677,1,2,有色金属,2026-01-26
30,603690,至纯科技,-9.991235733032227,30.81,449024848,11799128542.5,11799128727.359999,104.48281860351562,3.801915407180786,531820591,093234,4937783135,1,0,专用设备,2026-01-26
