序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,000607,华媒控股,-10.044642448425293,4.03,488481952,3566800537.0400004,4101324616.48,-127.89971160888672,13.418241500854492,1981083,150000,411448345,2,4,广告营销,2026-09-24
2,605179,一鸣食品,-10.003690719604492,24.38,697878704,9776380000.0,9776380000.0,125.30200958251953,6.984169006347656,2913410,150000,1081053084,1,2,饮料乳品,2026-09-24
3,603823,百合花,-10.00594425201416,45.42,1505987776,18911421115.68,18911421479.04,81.87275695800781,7.81792688369751,6999222,145616,81718754,2,4,化学制品,2026-09-24
4,000593,德龙汇能,-10.004134178161621,21.77,492443408,7804175323.63,7807397044.16,139.59654235839844,6.117966175079346,11264059,142136,58646202,1,6,燃气Ⅱ,2026-09-24
5,920229,世纪数码,-30.000001907348633,64.68,574268944,734118000.0000001,2867911200.0000005,37.63324737548828,72.79373931884766,18185687,141101,4479585286,2,0,专用设备,2026-09-24
6,920025,凯达重工,-30.000001907348633,20.3,577722352,1035300000.0,4567500000.0,68.92431640625,53.048614501953125,33568080,141231,1465069859,1,1,专用设备,2026-09-24
7,002106,莱宝高科,-10.0,12.51,715305552,8819497983.42,8829760161.6,46.405242919921875,7.735448837280273,40794972,143921,82726888,1,4,光学光电,2026-09-24
8,000978,桂林旅游,-10.01137638092041,7.91,597634384,3702841563.33,3702908300.0,301.6940002441406,15.9185152053833,64390018,103739,74742381,1,1,旅游及景,2026-09-24
9,601086,国芳集团,-9.988248825073242,15.32,1165472048,10203120000.0,10203120000.0,71.71798706054688,10.776802062988281,78793824,130215,76785372,1,0,一般零售,2026-09-24
10,600503,华丽家族,-9.863945960998535,2.65,475416016,4246068500.0,4246068500.0,-133.61862182617188,11.164752006530762,81877580,095527,345821375,1,6,房地产开,2026-09-24
11,600664,哈药股份,-9.955751419067383,8.14,4120296768,20500670390.640003,20500670358.08,24.98126792907715,19.28339958190918,171037680,130039,4090780388,1,3,化学制药,2026-09-24
12,000823,超声电子,-10.0,24.48,3267359872,14563939448.16,14564496245.76,64.17353820800781,21.746723175048828,348555640,130936,253982448,1,1,元件,2026-09-24
13,601091,沈鼓集团,-10.0,27.0,1522465536,5701405914.0,83970069984.0,150.1978302001953,26.14769172668457,373188384,101632,8173062513,1,0,专用设备,2026-09-24
