序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,920305,云创退,-29.629629135131836,0.57,18145705,46227498.74999999,75454391.25,-3.360093593597412,37.95472717285156,33876,145518,115080408,1,8,IT服务Ⅱ,2026-07-28
2,605289,罗曼股份,-10.0,90.27,380324560,13757011150.68,13776149835.0,74.01861572265625,2.64581036567688,3186531,150000,7068141,1,2,专业工程,2026-07-28
3,002937,兴瑞科技,-9.996971130371094,29.71,236605107,9364137704.39,9388649018.880001,64.88020324707031,2.406999111175537,3560297,142600,19364978,1,1,汽车零部,2026-07-28
4,002353,杰瑞股份,-9.998675346374512,135.92,3417165136,93925968550.79999,139162485772.8,59.1422004699707,3.546196222305298,3697024,145627,79621936,1,2,专用设备,2026-07-28
5,603061,金海通,-10.000324249267578,277.37,1069370272,24131190000.0,24131190000.0,73.12271118164062,4.219333171844482,6475202,150000,27875685,1,3,半导体,2026-07-28
6,002938,鹏鼎控股,-10.00107192993164,83.96,2408740224,194016973209.4,194580377637.75998,105.12411499023438,1.204318881034851,7582259,140254,190438743,1,25,元件,2026-07-28
7,603757,大元泵业,-9.995232582092285,56.64,663391552,10566036749.76,10566036749.76,230.5188446044922,5.996281147003174,8541312,150000,28580544,1,4,通用设备,2026-07-28
8,003001,中岩大地,-9.989806175231934,17.66,375532720,2019713838.1200001,3082559958.04,116.50797271728516,17.846485137939453,11219398,130012,39819767,1,3,专业工程,2026-07-28
9,603950,长源东谷,-10.003082275390625,58.39,391544512,18910699232.0,18925997412.0,57.11225509643555,1.9865760803222656,15642681,150000,61443797,1,4,汽车零部,2026-07-28
10,002837,英维克,-10.006529808044434,55.13,2687967552,62322157588.98,70254898740.48,2028.7054443359375,4.19619607925415,16505370,141409,135698681,1,0,专用设备,2026-07-28
11,001258,立新能源,-9.97906494140625,12.9,2811246224,12039874233.6,12039999931.2,474.74273681640625,20.646717071533203,16973162,145506,207411524,1,3,电力,2026-07-28
12,002980,华盛昌,-10.0,76.05,581468896,7702879696.2,14403958218.0,202.7561492919922,7.273309230804443,17235972,132454,44904483,1,7,电网设备,2026-07-28
13,600105,永鼎股份,-10.0,31.68,3487500832,46315995327.36,46315995264.0,72.9035873413086,7.169676780700684,17685993,144316,154227395,1,0,通信设备,2026-07-28
14,003018,金富科技,-9.99475383758545,34.31,356462576,9761591417.74,10771623951.04,130.69773864746094,3.5129916667938232,18506436,140754,12975390,1,2,包装印刷,2026-07-28
15,605376,博迁新材,-10.00263786315918,136.49,1765500272,35705784000.0,35705784000.0,124.62523651123047,4.747671127319336,24090485,142758,48645035,1,0,金属新材,2026-07-28
16,603124,江南新材,-9.997669219970703,115.86,700133072,8991756726.6,16886038756.14,54.01029968261719,7.47606086730957,24597078,134838,37654500,1,4,金属新材,2026-07-28
17,001389,广合科技,-9.99940299987793,150.76,1180260688,22969325339.44,71265634167.68,45.38593673706055,4.95662784576416,26277468,134900,91063707,1,14,元件,2026-07-28
18,002484,江海股份,-9.992852210998535,62.96,2024333840,51656933804.4,53548987010.56,82.6334228515625,3.8285553455352783,28886048,112009,268876975,1,12,元件,2026-07-28
19,002965,祥鑫科技,-9.995063781738281,36.47,557696176,6944460943.7,9678421692.73,-141.7776641845703,7.647593975067139,29519547,135318,20127793,1,0,汽车零部,2026-07-28
20,000021,深科技,-9.988622665405273,39.56,7082910720,62273594744.8,62282068338.560005,64.29361724853516,10.975118637084961,35342666,145551,508526469,1,4,消费电子,2026-07-28
21,601208,XD东材科,-10.006933212280273,38.94,2157374848,39336523800.42,39336523839.36,52.63615036010742,5.275157928466797,35945514,141330,89118084,1,0,塑料,2026-07-28
22,002636,金安国纪,-10.001569747924805,57.32,1854436720,41517759702.44,41728960000.0,51.685611724853516,4.28314208984375,39053491,140854,62537438,1,0,元件,2026-07-28
23,600539,狮头股份,-10.011248588562012,16.0,563625904,3680000000.0,3680000000.0,1748.1595458984375,14.783390998840332,40254400,141457,1704966400,1,0,互联网电,2026-07-28
