序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,002148,北纬科技,-10.01430606842041,6.29,302904160,2836259193.19,3514545853.12,363.73382568359375,10.481911659240723,13460,150000,26956674,1,4,通信服务,2026-07-07
2,002808,恒久退,-8.333333969116211,0.22,1944373,41109432.32,59136000.0,-1.610013484954834,4.672385215759277,88973,134418,1467982,1,3,光学光电,2026-07-07
3,603166,福达股份,-9.97697639465332,11.73,391457360,7515594586.2300005,7573482194.88,25.209917068481445,5.001622676849365,112173,150000,39824626,1,5,汽车零部,2026-07-07
4,603020,爱普股份,-10.006807327270508,13.22,276914688,4965931372.280001,4965931398.72,37.01866912841797,5.471249580383301,1031160,150000,93210254,1,35,化学制品,2026-07-07
5,002989,中天精装,-9.994033813476562,30.17,332222080,5968648370.79,6082758853.29,-169.6708221435547,5.434690952301025,1083103,111051,75014687,1,19,装修装饰,2026-07-07
6,600791,京能置业,-9.977578163146973,8.03,374923136,3632078978.8799996,3636626399.9999995,-12.217655181884766,9.844077110290527,1346631,150000,3760449,1,1,房地产开,2026-07-07
7,603610,麒盛科技,-9.977452278137207,15.97,205589650,5637276187.37,5637276107.52,41.798160552978516,3.514967679977417,1714044,150000,28501210,1,6,家居用品,2026-07-07
8,002774,快意电梯,-9.981048583984375,14.25,295335728,4015196636.25,4797802632.0,-606.79736328125,6.861913204193115,4349100,132124,20745150,1,0,专用设备,2026-07-07
9,603629,DR利通电,-9.999189376831055,111.07,3238401632,40065548038.0,29135882400.0,37.53827667236328,7.877094268798828,4835987,144644,353255888,1,3,消费电子,2026-07-07
10,600182,S佳通,-5.010019779205322,14.22,37858691,2417400000.0,4834800000.0,25.482120513916016,1.5392394065856934,5106402,110321,9676710,1,2,汽车零部,2026-07-07
11,002403,爱仕达,-10.016977310180664,10.6,203514564,3149911412.4,3610768905.6,-86.10484313964844,6.345244407653809,5999748,110006,47634916,1,17,小家电,2026-07-07
12,600843,上工申贝,-10.011248588562012,8.0,205233181,3753781840.0,5705331840.0,1258.8343505859375,5.292995929718018,7886296,150000,24856800,1,5,专用设备,2026-07-07
13,600376,首开股份,-10.075567245483398,3.57,577534096,9209047913.94,9209047935.359999,-3.0493645668029785,6.108431816101074,8370778,135118,55890492,1,0,房地产开,2026-07-07
14,002038,双鹭药业,-10.030863761901855,5.83,321602512,4966642972.28,5989450500.0,-17.3880558013916,6.32741117477417,9433470,140500,21648538,1,0,化学制药,2026-07-07
15,600630,龙头股份,-10.046189308166504,7.79,274169552,3309671840.63,3309671864.0,33.435218811035156,8.258228302001953,13697936,111723,133464425,3,15,服装家纺,2026-07-07
16,603458,勘设股份,-9.949748992919922,8.96,263773004,2742875645.44,2742875627.5200005,-42.982460021972656,9.233800888061523,14096230,150000,509259968,1,5,工程咨询,2026-07-07
17,603033,三维股份,-9.990205764770508,9.19,262288338,9305160055.42,9476393042.88,-20.234909057617188,2.7115957736968994,16042918,150000,39868977,1,2,橡胶,2026-07-07
18,603257,中国瑞林,-10.003742218017578,72.15,222090372,1796535000.0000002,8658000000.0,42.034175872802734,11.990715026855469,21005534,133709,68701229,1,8,工程咨询,2026-07-07
19,002729,好利科技,-10.011442184448242,15.73,221739062,2760002583.91,2878116841.6,74.98999786376953,7.762762069702148,23646641,130503,26986388,1,5,其他电子,2026-07-07
20,600353,旭光电子,-10.0,40.68,1920648048,33716037948.12,33716037663.36,252.5797882080078,5.51355504989624,29963911,144329,249858062,1,4,其他电子,2026-07-07
21,600301,华锡有色,-10.006373405456543,56.48,853563504,15550959262.88,35727410818.56,49.104915618896484,5.392093658447266,41501504,140706,185841792,1,7,小金属,2026-07-07
22,003009,中天火箭,-10.004660606384277,57.93,532874048,9540335462.789999,9542080024.74,503.60845947265625,5.516263961791992,50449383,104448,96505586,1,1,航天装备,2026-07-07
23,002657,中科金财,-9.984479904174805,17.4,291209088,5848617455.999999,5916904799.999999,-42.923763275146484,4.897307395935059,53743380,095830,148636020,2,0,IT服务Ⅱ,2026-07-07
24,600397,江钨装备,-10.004331588745117,20.78,2064847472,20571366347.960003,20571366472.64,3857.88623046875,9.673452377319336,67379150,150000,88078108,3,4,专用设备,2026-07-07
25,603032,德新科技,-9.983193397521973,26.78,951793552,6236569248.0,6245829772.0,62.188621520996094,14.203906059265137,101763491,105614,91006474,1,4,电池,2026-07-07
26,603678,火炬电子,-9.996100425720215,69.24,2694565120,32928233530.44,32928233045.76,207.55332946777344,7.816148281097412,125032276,140459,1129278027,2,0,军工电子,2026-07-07
27,002931,锋龙股份,-10.0,71.64,1303242528,14417802745.92,15653759523.84,1181.117919921875,8.790690422058105,163511136,103024,95811336,1,0,通用设备,2026-07-07
28,603618,杭电股份,-10.0,39.69,2318653776,27440698199.039997,27440698199.039997,84.85913848876953,8.32770824432373,267386290,103604,6271733903,2,1,电网设备,2026-07-07
29,603001,奥康国际,-9.990301132202148,9.28,39718400,3721094399.9999995,3721094399.9999995,36.63941192626953,1.067384958267212,304188192,092503,2271064704,4,0,服装家纺,2026-07-07
30,000566,海南海药,-9.953344345092773,5.79,184477506,7508099315.07,7511744044.8,-24.563552856445312,2.4570467472076416,622979606,092500,1651574919,1,0,化学制药,2026-07-07
