序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,600724,宁波富达,-9.983633041381836,5.5,172479627,7947184652.0,7948825896.0,33.094261169433594,2.072301149368286,1434400,150000,25713050,1,0,房地产服,2026-06-26
2,002307,北新路桥,-10.028653144836426,3.14,164442380,5115446336.18,5177166235.84,-20.980161666870117,3.1775975227355957,1446199,142906,72898325,1,8,基础建设,2026-06-26
3,603159,上海亚虹,-10.021097183227539,17.06,176387976,2388400000.0,2388400000.0,-132.3609619140625,7.066291332244873,2267274,144640,17616156,1,6,专用设备,2026-06-26
4,002497,雅化集团,-9.995497703552246,19.99,1320760592,21181156423.85,23039724934.719997,16.999908447265625,6.0154523849487305,2568715,145500,36408545,1,2,化学制品,2026-06-26
5,600152,维科技术,-9.991532325744629,10.63,625290832,5624113756.25,5624113766.88,-55.800785064697266,10.790403366088867,2861596,140813,156508679,1,50,电池,2026-06-26
6,603296,华勤技术,-9.99480152130127,69.25,2310521488,55302776531.75,104996950828.0,24.749780654907227,4.075345516204834,3209529,144732,98292272,1,1,消费电子,2026-06-26
7,600708,光明地产,-9.89011001586914,3.28,198925399,7298911088.879999,7309928494.08,-7.802533149719238,2.637570381164551,3842618,145136,18382101,1,5,房地产开,2026-06-26
8,601799,星宇股份,-10.000919342041016,97.91,851342416,27970871914.29,27970872403.84,19.689105987548828,2.9598891735076904,5104439,144846,125853512,1,18,汽车零部,2026-06-26
9,002263,大东南,-9.898476600646973,3.55,573134096,6668125105.0,6668178340.799999,385.8409729003906,8.407063484191895,7379953,144000,82125560,1,1,塑料,2026-06-26
10,002194,武汉凡谷,-10.034305572509766,10.49,512701088,5359119136.5,7167668125.92,-1220.8253173828125,9.334718704223633,8245402,142839,52503178,1,6,通信设备,2026-06-26
11,000566,海南海药,-10.0217866897583,4.13,409372496,5355518164.29,5358117945.599999,-17.52115249633789,7.434976100921631,10990409,133342,51546804,1,4,化学制药,2026-06-26
12,603201,常润股份,-10.0,15.57,136245597,2932683332.94,2957984271.54,22.421541213989258,4.6201395988464355,11169326,131258,596568001,3,18,汽车零部,2026-06-26
13,600776,东方通信,-10.006715774536133,13.4,499575072,12810400857.6,16830400857.6,97.5152816772461,3.834855794906616,16107027,134735,99900308,1,2,通信设备,2026-06-26
14,000070,特发信息,-10.012110710144043,22.29,2079715888,19096445743.89,19356478721.76,-507.51251220703125,10.661223411560059,19390071,145318,589349829,1,13,通信设备,2026-06-26
15,002083,孚日股份,-9.966499328613281,10.75,1010502304,10176369379.0,10176369336.0,14.102890014648438,9.605387687683105,19566075,140903,84442325,1,4,纺织制造,2026-06-26
16,603399,永杉锂业,-9.982410430908203,20.47,2005654944,10486589585.029999,10486589728.32,19.782615661621094,18.2081356048584,20204504,140009,207715651,1,29,能源金属,2026-06-26
17,002192,融捷股份,-10.0,82.71,2647579264,21431623147.379997,21476081840.129997,19.314952850341797,11.857016563415527,20763518,144133,221244698,1,3,能源金属,2026-06-26
18,603316,诚邦股份,-10.01662540435791,21.65,744933840,5721315600.0,5721315600.0,60.884159088134766,12.6267671585083,22492618,140430,47409170,1,0,基础建设,2026-06-26
19,603031,安孚科技,-9.996541023254395,52.04,1454748400,16360874802.76,19454943342.079998,36.39165115356445,8.685259819030762,22869498,141010,424564053,1,38,电池,2026-06-26
20,001267,汇绿生态,-9.995179176330566,56.01,3084735664,34085252813.579998,43977073278.72,739.478515625,8.774752616882324,25222591,144733,161239738,1,4,通信设备,2026-06-26
21,600345,长江通信,-9.997245788574219,65.36,1452066720,13827515651.92,21543448686.079998,300.1677551269531,10.168864250183105,27578325,142844,83569096,1,3,通信设备,2026-06-26
22,000859,国风新材,-9.955554962158203,10.13,830798176,9075722995.230001,9076239635.36,-105.35308837890625,8.954962730407715,30823726,133736,194425335,1,6,塑料,2026-06-26
23,002903,宇环数控,-9.990050315856934,45.23,348417776,4824487304.2699995,7087450539.999999,-204.93031311035156,6.887810707092285,32782704,130018,49214763,1,0,通用设备,2026-06-26
24,603327,福蓉科技,-9.981515884399414,9.74,367627728,10182774166.4,10182774166.4,52.73995590209961,3.546870708465576,33937997,100018,95599139,1,3,消费电子,2026-06-26
25,600851,海欣股份,-10.0204496383667,8.8,374127168,6496213768.000001,10622098854.400002,91.76367950439453,5.611942291259766,56847709,102214,148609547,1,17,化学制药,2026-06-26
26,002580,圣阳股份,-10.00791072845459,22.75,2122483984,10290707700.0,10325519568.0,42.35498046875,20.014970779418945,99325931,130245,216474299,1,13,电池,2026-06-26
27,000766,通化金马,-9.99624252319336,23.95,1296172416,23135883959.95,23147548160.8,633.8804931640625,5.368014335632324,192053110,102515,131032844,1,0,化学制药,2026-06-26
28,600498,烽火通信,-10.001180648803711,76.22,9209586688,96922987376.31999,103519525935.36,674.0872192382812,9.274104118347168,278933721,134603,1351539059,1,7,通信设备,2026-06-26
29,603629,利通电子,-10.000962257385254,187.09,5500202240,48275019790.0,49077448800.0,45.228843688964844,11.156434059143066,339172280,141345,304788319,1,1,消费电子,2026-06-26
30,600522,中天科技,-10.0,61.29,24899112960,209179684171.08,209179683925.91998,56.907020568847656,11.586840629577637,623762671,135627,3031520391,1,12,通信设备,2026-06-26
